Race,Year,Circuit,Driver,DriverNumber,Team,LapNumber,PositionBefore,PositionAfter,PositionChange,ValidLapsEvaluated,Compound,TyreLife,FreshTyre,TrackStatus,IsSafetyCarPit,IsYellowFlagPit,TotalRaceLaps,RaceProgress,Label,OvertakingDifficulty,PitLossSeconds,OvertakingDifficulty_Numeric,PositionGapToLeader,IsLeader,IsTopThree,IsMidfield,IsBackmarker,TyreLife_Category,Compound_Numeric,EarlyRace,MidRace,LateRace,LapsToEnd,EstimatedStintLength,InTypicalPitWindow
Hungarian Grand Prix,2023,Budapest,ZHO,24,Alfa Romeo,11.0,13.0,17.0,4.0,5,HARD,6.0,False,1,False,False,70.0,0.15714285714285714,0.0,Medium,19.0,2,12.0,0,0,1,0,Fresh,3.0,1,0,0,59.0,6.0,0
Hungarian Grand Prix,2023,Budapest,ZHO,24,Alfa Romeo,38.0,13.0,17.5,4.5,4,HARD,33.0,False,1,False,False,70.0,0.5428571428571428,0.0,Medium,19.0,2,12.0,0,0,1,0,Worn,3.0,0,1,0,32.0,33.0,1
Hungarian Grand Prix,2023,Budapest,ZHO,24,Alfa Romeo,39.0,14.0,17.4,3.3999999999999986,5,HARD,6.0,False,1,False,False,70.0,0.5571428571428572,0.0,Medium,19.0,2,13.0,0,0,1,0,Fresh,3.0,0,1,0,31.0,6.0,1
Hungarian Grand Prix,2023,Budapest,MAG,20,Haas F1 Team,14.0,11.0,16.75,5.75,4,MEDIUM,14.0,True,1,False,False,70.0,0.2,0.0,Medium,19.0,2,10.0,0,0,1,0,Good,2.0,1,0,0,56.0,14.0,0
Hungarian Grand Prix,2023,Budapest,MAG,20,Haas F1 Team,15.0,12.0,16.6,4.600000000000001,5,HARD,4.0,False,1,False,False,70.0,0.21428571428571427,0.0,Medium,19.0,2,11.0,0,0,1,0,Fresh,3.0,1,0,0,55.0,4.0,1
Hungarian Grand Prix,2023,Budapest,MAG,20,Haas F1 Team,41.0,15.0,18.0,3.0,4,HARD,30.0,False,1,False,False,70.0,0.5857142857142857,0.0,Medium,19.0,2,14.0,0,0,1,0,Worn,3.0,0,1,0,29.0,30.0,1
Hungarian Grand Prix,2023,Budapest,MAG,20,Haas F1 Team,42.0,17.0,18.0,1.0,5,HARD,6.0,False,1,False,False,70.0,0.6,1.0,Medium,19.0,2,16.0,0,0,0,1,Fresh,3.0,0,1,0,28.0,6.0,1
Hungarian Grand Prix,2023,Budapest,SAR,2,Williams,13.0,12.0,18.0,6.0,4,MEDIUM,13.0,True,1,False,False,70.0,0.18571428571428572,0.0,Medium,19.0,2,11.0,0,0,1,0,Good,2.0,1,0,0,57.0,13.0,0
Hungarian Grand Prix,2023,Budapest,SAR,2,Williams,14.0,13.0,17.8,4.800000000000001,5,HARD,4.0,False,1,False,False,70.0,0.2,0.0,Medium,19.0,2,12.0,0,0,1,0,Fresh,3.0,1,0,0,56.0,4.0,0
Hungarian Grand Prix,2023,Budapest,SAR,2,Williams,34.0,16.0,17.75,1.75,4,HARD,24.0,False,1,False,False,70.0,0.4857142857142857,1.0,Medium,19.0,2,15.0,0,0,0,1,Good,3.0,0,1,0,36.0,24.0,1
Hungarian Grand Prix,2023,Budapest,SAR,2,Williams,35.0,16.0,17.6,1.6000000000000014,5,HARD,1.0,True,1,False,False,70.0,0.5,1.0,Medium,19.0,2,15.0,0,0,0,1,Fresh,3.0,0,1,0,35.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,VER,1,Red Bull Racing,14.0,1.0,1.25,0.25,4,SOFT,14.0,True,1,False,False,44.0,0.3181818181818182,1.0,Easy,17.0,3,0.0,1,1,0,0,Good,1.0,1,0,0,30.0,14.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,VER,1,Red Bull Racing,15.0,1.0,1.2,0.19999999999999996,5,MEDIUM,1.0,True,1,False,False,44.0,0.3409090909090909,1.0,Easy,17.0,3,0.0,1,1,0,0,Fresh,2.0,0,1,0,29.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,VER,1,Red Bull Racing,30.0,1.0,1.0,0.0,4,MEDIUM,16.0,True,1,False,False,44.0,0.6818181818181818,1.0,Easy,17.0,3,0.0,1,1,0,0,Good,2.0,0,0,1,14.0,16.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,VER,1,Red Bull Racing,31.0,1.0,1.0,0.0,5,SOFT,1.0,True,1,False,False,44.0,0.7045454545454546,1.0,Easy,17.0,3,0.0,1,1,0,0,Fresh,1.0,0,0,1,13.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,PER,11,Red Bull Racing,13.0,1.0,1.5,0.5,4,SOFT,13.0,True,1,False,False,44.0,0.29545454545454547,1.0,Easy,17.0,3,0.0,1,1,0,0,Good,1.0,1,0,0,31.0,13.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,PER,11,Red Bull Racing,14.0,2.0,1.6,-0.3999999999999999,5,MEDIUM,1.0,True,1,False,False,44.0,0.3181818181818182,1.0,Easy,17.0,3,1.0,0,1,0,0,Fresh,2.0,1,0,0,30.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,PER,11,Red Bull Racing,29.0,2.0,2.0,0.0,4,MEDIUM,16.0,True,1,False,False,44.0,0.6590909090909091,1.0,Easy,17.0,3,1.0,0,1,0,0,Good,2.0,0,1,0,15.0,16.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,PER,11,Red Bull Racing,30.0,2.0,2.0,0.0,5,SOFT,1.0,True,1,False,False,44.0,0.6818181818181818,1.0,Easy,17.0,3,1.0,0,1,0,0,Fresh,1.0,0,0,1,14.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,LEC,16,Ferrari,13.0,3.0,3.0,0.0,4,SOFT,13.0,True,1,False,False,44.0,0.29545454545454547,1.0,Easy,17.0,3,2.0,0,1,0,0,Good,1.0,1,0,0,31.0,13.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,LEC,16,Ferrari,14.0,3.0,3.0,0.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.3181818181818182,1.0,Easy,17.0,3,2.0,0,1,0,0,Fresh,2.0,1,0,0,30.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,LEC,16,Ferrari,28.0,3.0,3.0,0.0,4,MEDIUM,15.0,True,1,False,False,44.0,0.6363636363636364,1.0,Easy,17.0,3,2.0,0,1,0,0,Good,2.0,0,1,0,16.0,15.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,LEC,16,Ferrari,29.0,3.0,3.0,0.0,5,SOFT,1.0,True,1,False,False,44.0,0.6590909090909091,1.0,Easy,17.0,3,2.0,0,1,0,0,Fresh,1.0,0,1,0,15.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,HAM,44,Mercedes,12.0,4.0,4.0,0.0,4,SOFT,12.0,True,1,False,False,44.0,0.2727272727272727,1.0,Easy,17.0,3,3.0,0,0,0,0,Good,1.0,1,0,0,32.0,12.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,HAM,44,Mercedes,13.0,4.0,4.0,0.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.29545454545454547,1.0,Easy,17.0,3,3.0,0,0,0,0,Fresh,2.0,1,0,0,31.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,HAM,44,Mercedes,27.0,4.0,4.0,0.0,4,MEDIUM,15.0,True,1,False,False,44.0,0.6136363636363636,1.0,Easy,17.0,3,3.0,0,0,0,0,Good,2.0,0,1,0,17.0,15.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,HAM,44,Mercedes,28.0,4.0,4.0,0.0,5,SOFT,1.0,True,1,False,False,44.0,0.6363636363636364,1.0,Easy,17.0,3,3.0,0,0,0,0,Fresh,1.0,0,1,0,16.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ALO,14,Aston Martin,10.0,5.0,7.5,2.5,4,MEDIUM,10.0,True,1,False,False,44.0,0.22727272727272727,0.0,Easy,17.0,3,4.0,0,0,0,0,Fresh,2.0,1,0,0,34.0,10.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,ALO,14,Aston Martin,11.0,5.0,7.0,2.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.25,1.0,Easy,17.0,3,4.0,0,0,0,0,Fresh,2.0,1,0,0,33.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,ALO,14,Aston Martin,29.0,4.0,5.0,1.0,4,MEDIUM,19.0,True,1,False,False,44.0,0.6590909090909091,1.0,Easy,17.0,3,3.0,0,0,0,0,Good,2.0,0,1,0,15.0,19.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ALO,14,Aston Martin,30.0,5.0,5.0,0.0,5,SOFT,1.0,True,1,False,False,44.0,0.6818181818181818,1.0,Easy,17.0,3,4.0,0,0,0,0,Fresh,1.0,0,0,1,14.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,RUS,63,Mercedes,22.0,6.0,7.25,1.25,4,MEDIUM,22.0,True,1,False,False,44.0,0.5,1.0,Easy,17.0,3,5.0,0,0,1,0,Good,2.0,0,1,0,22.0,22.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,RUS,63,Mercedes,23.0,8.0,7.0,-1.0,5,SOFT,1.0,True,1,False,False,44.0,0.5227272727272727,1.0,Easy,17.0,3,7.0,0,0,1,0,Fresh,1.0,0,1,0,21.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,NOR,4,McLaren,5.0,10.0,15.0,5.0,4,MEDIUM,5.0,True,1,False,False,44.0,0.11363636363636363,0.0,Easy,17.0,3,9.0,0,0,1,0,Fresh,2.0,1,0,0,39.0,5.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,NOR,4,McLaren,6.0,17.0,15.0,-2.0,5,HARD,1.0,True,1,False,False,44.0,0.13636363636363635,1.0,Easy,17.0,3,16.0,0,0,0,1,Fresh,3.0,1,0,0,38.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,NOR,4,McLaren,17.0,16.0,17.0,1.0,4,HARD,12.0,True,1,False,False,44.0,0.38636363636363635,1.0,Easy,17.0,3,15.0,0,0,0,1,Good,3.0,0,1,0,27.0,12.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,NOR,4,McLaren,18.0,16.0,16.2,0.1999999999999993,5,SOFT,1.0,True,1,False,False,44.0,0.4090909090909091,1.0,Easy,17.0,3,15.0,0,0,0,1,Fresh,1.0,0,1,0,26.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,OCO,31,Alpine,6.0,11.0,12.75,1.75,4,SOFT,6.0,True,1,False,False,44.0,0.13636363636363635,1.0,Easy,17.0,3,10.0,0,0,1,0,Fresh,1.0,1,0,0,38.0,6.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,OCO,31,Alpine,7.0,15.0,12.4,-2.5999999999999996,5,MEDIUM,1.0,True,1,False,False,44.0,0.1590909090909091,1.0,Easy,17.0,3,14.0,0,0,1,0,Fresh,2.0,1,0,0,37.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,OCO,31,Alpine,25.0,7.0,11.25,4.25,4,MEDIUM,19.0,True,1,False,False,44.0,0.5681818181818182,0.0,Easy,17.0,3,6.0,0,0,1,0,Good,2.0,0,1,0,19.0,19.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,OCO,31,Alpine,26.0,6.0,11.0,5.0,5,SOFT,1.0,True,1,False,False,44.0,0.5909090909090909,0.0,Easy,17.0,3,5.0,0,0,1,0,Fresh,1.0,0,1,0,18.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,STR,18,Aston Martin,20.0,8.0,14.75,6.75,4,MEDIUM,20.0,True,1,False,False,44.0,0.45454545454545453,0.0,Easy,17.0,3,7.0,0,0,1,0,Good,2.0,0,1,0,24.0,20.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,STR,18,Aston Martin,21.0,11.0,13.4,2.4000000000000004,5,SOFT,1.0,True,1,False,False,44.0,0.4772727272727273,0.0,Easy,17.0,3,10.0,0,0,1,0,Fresh,1.0,0,1,0,23.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,TSU,22,AlphaTauri,10.0,6.0,9.333333333333334,3.333333333333334,3,MEDIUM,1.0,True,1,False,False,44.0,0.22727272727272727,0.0,Easy,17.0,3,5.0,0,0,1,0,Fresh,2.0,1,0,0,34.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,TSU,22,AlphaTauri,24.0,6.0,9.0,3.0,4,MEDIUM,15.0,True,1,False,False,44.0,0.5454545454545454,0.0,Easy,17.0,3,5.0,0,0,1,0,Good,2.0,0,1,0,20.0,15.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,TSU,22,AlphaTauri,25.0,6.0,9.0,3.0,5,SOFT,1.0,True,1,False,False,44.0,0.5681818181818182,0.0,Easy,17.0,3,5.0,0,0,1,0,Fresh,1.0,0,1,0,19.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,GAS,10,Alpine,23.0,6.0,11.5,5.5,4,SOFT,23.0,True,1,False,False,44.0,0.5227272727272727,0.0,Easy,17.0,3,5.0,0,0,1,0,Good,1.0,0,1,0,21.0,23.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,GAS,10,Alpine,24.0,8.0,11.6,3.5999999999999996,5,MEDIUM,1.0,True,1,False,False,44.0,0.5454545454545454,0.0,Easy,17.0,3,7.0,0,0,1,0,Fresh,2.0,0,1,0,20.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,BOT,77,Alfa Romeo,6.0,13.0,16.25,3.25,4,SOFT,6.0,True,1,False,False,44.0,0.13636363636363635,0.0,Easy,17.0,3,12.0,0,0,1,0,Fresh,1.0,1,0,0,38.0,6.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,BOT,77,Alfa Romeo,7.0,16.0,16.2,0.1999999999999993,5,MEDIUM,1.0,True,1,False,False,44.0,0.1590909090909091,1.0,Easy,17.0,3,15.0,0,0,0,1,Fresh,2.0,1,0,0,37.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,BOT,77,Alfa Romeo,24.0,11.0,13.0,2.0,4,MEDIUM,18.0,True,1,False,False,44.0,0.5454545454545454,1.0,Easy,17.0,3,10.0,0,0,1,0,Good,2.0,0,1,0,20.0,18.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,BOT,77,Alfa Romeo,25.0,11.0,13.0,2.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.5681818181818182,1.0,Easy,17.0,3,10.0,0,0,1,0,Fresh,2.0,0,1,0,19.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ZHO,24,Alfa Romeo,7.0,13.0,17.5,4.5,4,SOFT,7.0,True,1,False,False,44.0,0.1590909090909091,0.0,Easy,17.0,3,12.0,0,0,1,0,Fresh,1.0,1,0,0,37.0,7.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,ZHO,24,Alfa Romeo,8.0,14.0,17.2,3.1999999999999993,5,MEDIUM,1.0,True,1,False,False,44.0,0.18181818181818182,0.0,Easy,17.0,3,13.0,0,0,1,0,Fresh,2.0,1,0,0,36.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,ZHO,24,Alfa Romeo,25.0,12.0,18.0,6.0,4,MEDIUM,18.0,True,1,False,False,44.0,0.5681818181818182,0.0,Easy,17.0,3,11.0,0,0,1,0,Good,2.0,0,1,0,19.0,18.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ZHO,24,Alfa Romeo,26.0,14.0,18.0,4.0,5,SOFT,1.0,True,1,False,False,44.0,0.5909090909090909,0.0,Easy,17.0,3,13.0,0,0,1,0,Fresh,1.0,0,1,0,18.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ALB,23,Williams,7.0,7.0,10.5,3.5,4,SOFT,7.0,True,1,False,False,44.0,0.1590909090909091,0.0,Easy,17.0,3,6.0,0,0,1,0,Fresh,1.0,1,0,0,37.0,7.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,ALB,23,Williams,8.0,9.0,10.4,1.4000000000000004,5,MEDIUM,1.0,True,1,False,False,44.0,0.18181818181818182,1.0,Easy,17.0,3,8.0,0,0,1,0,Fresh,2.0,1,0,0,36.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,ALB,23,Williams,23.0,9.0,10.666666666666666,1.666666666666666,3,MEDIUM,16.0,True,1,False,False,44.0,0.5227272727272727,1.0,Easy,17.0,3,8.0,0,0,1,0,Good,2.0,0,1,0,21.0,16.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ALB,23,Williams,24.0,10.0,10.5,0.5,4,MEDIUM,1.0,True,1,False,False,44.0,0.5454545454545454,1.0,Easy,17.0,3,9.0,0,0,1,0,Fresh,2.0,0,1,0,20.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ALB,23,Williams,33.0,12.0,17.0,5.0,4,MEDIUM,10.0,True,1,False,False,44.0,0.75,0.0,Easy,17.0,3,11.0,0,0,1,0,Fresh,2.0,0,0,1,11.0,10.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,ALB,23,Williams,34.0,15.0,17.0,2.0,5,SOFT,1.0,True,1,False,False,44.0,0.7727272727272727,1.0,Easy,17.0,3,14.0,0,0,1,0,Fresh,1.0,0,0,1,10.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,MAG,20,Haas F1 Team,5.0,18.0,13.0,-5.0,4,SOFT,5.0,True,1,False,False,44.0,0.11363636363636363,1.0,Easy,17.0,3,17.0,0,0,0,1,Fresh,1.0,1,0,0,39.0,5.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,MAG,20,Haas F1 Team,6.0,18.0,13.0,-5.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.13636363636363635,1.0,Easy,17.0,3,17.0,0,0,0,1,Fresh,2.0,1,0,0,38.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,MAG,20,Haas F1 Team,25.0,8.0,14.0,6.0,4,MEDIUM,20.0,True,1,False,False,44.0,0.5681818181818182,0.0,Easy,17.0,3,7.0,0,0,1,0,Good,2.0,0,1,0,19.0,20.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,MAG,20,Haas F1 Team,26.0,9.0,14.0,5.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.5909090909090909,0.0,Easy,17.0,3,8.0,0,0,1,0,Fresh,2.0,0,1,0,18.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,RIC,3,AlphaTauri,5.0,19.0,15.75,-3.25,4,SOFT,5.0,True,1,False,False,44.0,0.11363636363636363,1.0,Easy,17.0,3,18.0,0,0,0,1,Fresh,1.0,1,0,0,39.0,5.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,RIC,3,AlphaTauri,6.0,19.0,15.4,-3.5999999999999996,5,MEDIUM,1.0,True,1,False,False,44.0,0.13636363636363635,1.0,Easy,17.0,3,18.0,0,0,0,1,Fresh,2.0,1,0,0,38.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,RIC,3,AlphaTauri,22.0,12.0,16.5,4.5,4,MEDIUM,17.0,True,1,False,False,44.0,0.5,0.0,Easy,17.0,3,11.0,0,0,1,0,Good,2.0,0,1,0,22.0,17.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,RIC,3,AlphaTauri,23.0,17.0,16.4,-0.6000000000000014,5,MEDIUM,1.0,True,1,False,False,44.0,0.5227272727272727,1.0,Easy,17.0,3,16.0,0,0,0,1,Fresh,2.0,0,1,0,21.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,SAR,2,Williams,8.0,10.0,18.75,8.75,4,SOFT,8.0,True,1,False,False,44.0,0.18181818181818182,0.0,Easy,17.0,3,9.0,0,0,1,0,Fresh,1.0,1,0,0,36.0,8.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,SAR,2,Williams,9.0,11.0,18.6,7.600000000000001,5,MEDIUM,1.0,True,1,False,False,44.0,0.20454545454545456,0.0,Easy,17.0,3,10.0,0,0,1,0,Fresh,2.0,1,0,0,35.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,SAR,2,Williams,24.0,16.0,17.0,1.0,4,MEDIUM,16.0,True,1,False,False,44.0,0.5454545454545454,1.0,Easy,17.0,3,15.0,0,0,0,1,Good,2.0,0,1,0,20.0,16.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,SAR,2,Williams,25.0,16.0,17.0,1.0,5,MEDIUM,1.0,True,1,False,False,44.0,0.5681818181818182,1.0,Easy,17.0,3,15.0,0,0,0,1,Fresh,2.0,0,1,0,19.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,SAR,2,Williams,34.0,18.0,18.0,0.0,3,MEDIUM,10.0,True,1,False,False,44.0,0.7727272727272727,1.0,Easy,17.0,3,17.0,0,0,0,1,Fresh,2.0,0,0,1,10.0,10.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,SAR,2,Williams,35.0,17.0,18.0,1.0,4,SOFT,1.0,True,1,False,False,44.0,0.7954545454545454,1.0,Easy,17.0,3,16.0,0,0,0,1,Fresh,1.0,0,0,1,9.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,HUL,27,Haas F1 Team,12.0,8.0,18.5,10.5,4,MEDIUM,12.0,True,1,False,False,44.0,0.2727272727272727,0.0,Easy,17.0,3,7.0,0,0,1,0,Good,2.0,1,0,0,32.0,12.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,HUL,27,Haas F1 Team,13.0,12.0,18.0,6.0,5,SOFT,1.0,True,1,False,False,44.0,0.29545454545454547,0.0,Easy,17.0,3,11.0,0,0,1,0,Fresh,1.0,1,0,0,31.0,1.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,HUL,27,Haas F1 Team,24.0,12.0,15.0,3.0,4,SOFT,12.0,True,1,False,False,44.0,0.5454545454545454,0.0,Easy,17.0,3,11.0,0,0,1,0,Good,1.0,0,1,0,20.0,12.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,HUL,27,Haas F1 Team,25.0,13.0,15.0,2.0,5,SOFT,1.0,True,1,False,False,44.0,0.5681818181818182,1.0,Easy,17.0,3,12.0,0,0,1,0,Fresh,1.0,0,1,0,19.0,1.0,1
Belgian Grand Prix,2023,Spa-Francorchamps,SAI,55,Ferrari,7.0,10.0,17.666666666666668,7.666666666666668,3,SOFT,7.0,True,1,False,False,44.0,0.1590909090909091,0.0,Easy,17.0,3,9.0,0,0,1,0,Fresh,1.0,1,0,0,37.0,7.0,0
Belgian Grand Prix,2023,Spa-Francorchamps,SAI,55,Ferrari,8.0,13.0,17.5,4.5,4,MEDIUM,1.0,True,1,False,False,44.0,0.18181818181818182,0.0,Easy,17.0,3,12.0,0,0,1,0,Fresh,2.0,1,0,0,36.0,1.0,0
Dutch Grand Prix,2023,Zandvoort,VER,1,Red Bull Racing,2.0,1.0,3.25,2.25,4,SOFT,2.0,True,1,False,False,72.0,0.027777777777777776,0.0,Hard,14.0,1,0.0,1,1,0,0,Fresh,1.0,1,0,0,70.0,2.0,0
Dutch Grand Prix,2023,Zandvoort,VER,1,Red Bull Racing,3.0,2.0,3.0,1.0,5,INTERMEDIATE,1.0,True,1,False,False,72.0,0.041666666666666664,1.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,2.0,1,0,0,69.0,1.0,0
Dutch Grand Prix,2023,Zandvoort,VER,1,Red Bull Racing,11.0,2.0,1.0,-1.0,3,INTERMEDIATE,9.0,True,1,False,False,72.0,0.1527777777777778,1.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,2.0,1,0,0,61.0,9.0,0
Dutch Grand Prix,2023,Zandvoort,VER,1,Red Bull Racing,12.0,2.0,1.0,-1.0,3,SOFT,1.0,True,1,False,False,72.0,0.16666666666666666,1.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,1.0,1,0,0,60.0,1.0,0
Dutch Grand Prix,2023,Zandvoort,VER,1,Red Bull Racing,49.0,1.0,1.0,0.0,4,SOFT,38.0,True,1,False,False,72.0,0.6805555555555556,1.0,Hard,14.0,1,0.0,1,1,0,0,Worn,1.0,0,0,1,23.0,38.0,1
Dutch Grand Prix,2023,Zandvoort,VER,1,Red Bull Racing,50.0,1.0,1.0,0.0,5,SOFT,2.0,False,1,False,False,72.0,0.6944444444444444,1.0,Hard,14.0,1,0.0,1,1,0,0,Fresh,1.0,0,0,1,22.0,2.0,1
Dutch Grand Prix,2023,Zandvoort,GAS,10,Alpine,2.0,16.0,3.5,-12.5,4,INTERMEDIATE,7.0,False,1,False,False,72.0,0.027777777777777776,1.0,Hard,14.0,1,15.0,0,0,0,1,Fresh,2.0,1,0,0,70.0,7.0,0
Dutch Grand Prix,2023,Zandvoort,GAS,10,Alpine,11.0,3.0,4.0,1.0,3,INTERMEDIATE,16.0,False,1,False,False,72.0,0.1527777777777778,1.0,Hard,14.0,1,2.0,0,1,0,0,Good,2.0,1,0,0,61.0,16.0,0
Dutch Grand Prix,2023,Zandvoort,GAS,10,Alpine,12.0,3.0,4.0,1.0,3,SOFT,1.0,True,1,False,False,72.0,0.16666666666666666,1.0,Hard,14.0,1,2.0,0,1,0,0,Fresh,1.0,1,0,0,60.0,1.0,0
Dutch Grand Prix,2023,Zandvoort,GAS,10,Alpine,46.0,4.0,5.5,1.5,4,SOFT,35.0,True,1,False,False,72.0,0.6388888888888888,1.0,Hard,14.0,1,3.0,0,0,0,0,Worn,1.0,0,1,0,26.0,35.0,1
Dutch Grand Prix,2023,Zandvoort,GAS,10,Alpine,47.0,3.0,5.4,2.4000000000000004,5,SOFT,1.0,True,1,False,False,72.0,0.6527777777777778,0.0,Hard,14.0,1,2.0,0,1,0,0,Fresh,1.0,0,1,0,25.0,1.0,1
Dutch Grand Prix,2023,Zandvoort,PER,11,Red Bull Racing,2.0,13.0,1.0,-12.0,5,INTERMEDIATE,1.0,True,1,False,False,72.0,0.027777777777777776,1.0,Hard,14.0,1,12.0,0,0,1,0,Fresh,2.0,1,0,0,70.0,1.0,0
Dutch Grand Prix,2023,Zandvoort,PER,11,Red Bull Racing,45.0,2.0,2.5,0.5,4,SOFT,33.0,True,1,False,False,72.0,0.625,1.0,Hard,14.0,1,1.0,0,1,0,0,Worn,1.0,0,1,0,27.0,33.0,1
Dutch Grand Prix,2023,Zandvoort,PER,11,Red Bull Racing,46.0,2.0,2.4,0.3999999999999999,5,SOFT,2.0,False,1,False,False,72.0,0.6388888888888888,1.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,1.0,0,1,0,26.0,2.0,1
Dutch Grand Prix,2023,Zandvoort,ALO,14,Aston Martin,2.0,3.0,5.5,2.5,4,SOFT,2.0,True,1,False,False,72.0,0.027777777777777776,0.0,Hard,14.0,1,2.0,0,1,0,0,Fresh,1.0,1,0,0,70.0,2.0,0
Dutch Grand Prix,2023,Zandvoort,ALO,14,Aston Martin,3.0,5.0,5.4,0.40000000000000036,5,INTERMEDIATE,1.0,True,1,False,False,72.0,0.041666666666666664,1.0,Hard,14.0,1,4.0,0,0,0,0,Fresh,2.0,1,0,0,69.0,1.0,0
Dutch Grand Prix,2023,Zandvoort,ALO,14,Aston Martin,10.0,5.0,3.0,-2.0,4,INTERMEDIATE,8.0,True,1,False,False,72.0,0.1388888888888889,1.0,Hard,14.0,1,4.0,0,0,0,0,Fresh,2.0,1,0,0,62.0,8.0,0
Dutch Grand Prix,2023,Zandvoort,ALO,14,Aston Martin,11.0,5.0,3.0,-2.0,4,SOFT,1.0,True,1,False,False,72.0,0.1527777777777778,1.0,Hard,14.0,1,4.0,0,0,0,0,Fresh,1.0,1,0,0,61.0,1.0,0
