Race,Year,Circuit,Driver,DriverNumber,Team,LapNumber,PositionBefore,PositionAfter,PositionChange,ValidLapsEvaluated,Compound,TyreLife,FreshTyre,TrackStatus,IsSafetyCarPit,IsYellowFlagPit,TotalRaceLaps,RaceProgress,Label,OvertakingDifficulty,PitLossSeconds,OvertakingDifficulty_Numeric,PositionGapToLeader,IsLeader,IsTopThree,IsMidfield,IsBackmarker,TyreLife_Category,Compound_Numeric,EarlyRace,MidRace,LateRace,LapsToEnd,EstimatedStintLength,InTypicalPitWindow
Dutch Grand Prix,2022,Zandvoort,GAS,10,AlphaTauri,11.0,13.0,15.0,2.0,4,SOFT,14.0,False,1,False,False,72.0,0.1527777777777778,1.0,Hard,14.0,1,12.0,0,0,1,0,Good,1.0,1,0,0,61.0,14.0,0
Dutch Grand Prix,2022,Zandvoort,GAS,10,AlphaTauri,12.0,16.0,14.6,-1.4000000000000004,5,MEDIUM,2.0,False,1,False,False,72.0,0.16666666666666666,1.0,Hard,14.0,1,15.0,0,0,0,1,Fresh,2.0,1,0,0,60.0,2.0,0
Dutch Grand Prix,2022,Zandvoort,GAS,10,AlphaTauri,32.0,12.0,15.0,3.0,4,MEDIUM,22.0,False,1,False,False,72.0,0.4444444444444444,0.0,Hard,14.0,1,11.0,0,0,1,0,Good,2.0,0,1,0,40.0,22.0,1
Dutch Grand Prix,2022,Zandvoort,GAS,10,AlphaTauri,33.0,13.0,14.6,1.5999999999999996,5,HARD,2.0,False,1,False,False,72.0,0.4583333333333333,1.0,Hard,14.0,1,12.0,0,0,1,0,Fresh,3.0,0,1,0,39.0,2.0,1
Dutch Grand Prix,2022,Zandvoort,PER,11,Red Bull Racing,14.0,5.0,6.25,1.25,4,SOFT,19.0,False,1,False,False,72.0,0.19444444444444445,1.0,Hard,14.0,1,4.0,0,0,0,0,Good,1.0,1,0,0,58.0,19.0,0
Dutch Grand Prix,2022,Zandvoort,PER,11,Red Bull Racing,15.0,6.0,6.0,0.0,5,MEDIUM,1.0,True,1,False,False,72.0,0.20833333333333334,1.0,Hard,14.0,1,5.0,0,0,1,0,Fresh,2.0,1,0,0,57.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,PER,11,Red Bull Racing,40.0,5.0,6.0,1.0,4,MEDIUM,26.0,True,1,False,False,72.0,0.5555555555555556,1.0,Hard,14.0,1,4.0,0,0,0,0,Worn,2.0,0,1,0,32.0,26.0,1
Dutch Grand Prix,2022,Zandvoort,PER,11,Red Bull Racing,41.0,5.0,5.8,0.7999999999999998,5,HARD,1.0,True,1,False,False,72.0,0.5694444444444444,1.0,Hard,14.0,1,4.0,0,0,0,0,Fresh,3.0,0,1,0,31.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,ALO,14,Alpine,12.0,12.0,12.0,0.0,4,SOFT,12.0,True,1,False,False,72.0,0.16666666666666666,1.0,Hard,14.0,1,11.0,0,0,1,0,Good,1.0,1,0,0,60.0,12.0,0
Dutch Grand Prix,2022,Zandvoort,ALO,14,Alpine,13.0,12.0,11.8,-0.1999999999999993,5,HARD,1.0,True,1,False,False,72.0,0.18055555555555555,1.0,Hard,14.0,1,11.0,0,0,1,0,Fresh,3.0,1,0,0,59.0,1.0,0
Dutch Grand Prix,2022,Zandvoort,LEC,16,Ferrari,17.0,2.0,4.0,2.0,4,SOFT,20.0,False,1,False,False,72.0,0.2361111111111111,1.0,Hard,14.0,1,1.0,0,1,0,0,Good,1.0,1,0,0,55.0,20.0,1
Dutch Grand Prix,2022,Zandvoort,LEC,16,Ferrari,18.0,2.0,4.0,2.0,5,MEDIUM,1.0,True,1,False,False,72.0,0.25,1.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,2.0,1,0,0,54.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,STR,18,Aston Martin,16.0,6.0,9.0,3.0,4,SOFT,16.0,True,1,False,False,72.0,0.2222222222222222,0.0,Hard,14.0,1,5.0,0,0,1,0,Good,1.0,1,0,0,56.0,16.0,1
Dutch Grand Prix,2022,Zandvoort,STR,18,Aston Martin,17.0,6.0,8.8,2.8000000000000007,5,MEDIUM,2.0,False,1,False,False,72.0,0.2361111111111111,0.0,Hard,14.0,1,5.0,0,0,1,0,Fresh,2.0,1,0,0,55.0,2.0,1
Dutch Grand Prix,2022,Zandvoort,STR,18,Aston Martin,38.0,8.0,10.5,2.5,4,MEDIUM,23.0,False,1,False,False,72.0,0.5277777777777778,0.0,Hard,14.0,1,7.0,0,0,1,0,Good,2.0,0,1,0,34.0,23.0,1
Dutch Grand Prix,2022,Zandvoort,STR,18,Aston Martin,39.0,9.0,10.4,1.4000000000000004,5,HARD,2.0,False,1,False,False,72.0,0.5416666666666666,1.0,Hard,14.0,1,8.0,0,0,1,0,Fresh,3.0,0,1,0,33.0,2.0,1
Dutch Grand Prix,2022,Zandvoort,MAG,20,Haas F1 Team,14.0,14.0,19.0,5.0,4,MEDIUM,14.0,True,1,False,False,72.0,0.19444444444444445,0.0,Hard,14.0,1,13.0,0,0,1,0,Good,2.0,1,0,0,58.0,14.0,0
Dutch Grand Prix,2022,Zandvoort,MAG,20,Haas F1 Team,15.0,12.0,19.0,7.0,5,MEDIUM,1.0,True,1,False,False,72.0,0.20833333333333334,0.0,Hard,14.0,1,11.0,0,0,1,0,Fresh,2.0,1,0,0,57.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,MAG,20,Haas F1 Team,34.0,17.0,19.0,2.0,4,MEDIUM,20.0,True,1,False,False,72.0,0.4722222222222222,1.0,Hard,14.0,1,16.0,0,0,0,1,Good,2.0,0,1,0,38.0,20.0,1
Dutch Grand Prix,2022,Zandvoort,MAG,20,Haas F1 Team,35.0,16.0,19.0,3.0,5,HARD,1.0,True,1,False,False,72.0,0.4861111111111111,0.0,Hard,14.0,1,15.0,0,0,0,1,Fresh,3.0,0,1,0,37.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,TSU,22,AlphaTauri,13.0,11.0,12.5,1.5,4,SOFT,16.0,False,1,False,False,72.0,0.18055555555555555,1.0,Hard,14.0,1,10.0,0,0,1,0,Good,1.0,1,0,0,59.0,16.0,0
Dutch Grand Prix,2022,Zandvoort,TSU,22,AlphaTauri,14.0,11.0,12.4,1.4000000000000004,5,MEDIUM,2.0,False,1,False,False,72.0,0.19444444444444445,1.0,Hard,14.0,1,10.0,0,0,1,0,Fresh,2.0,1,0,0,58.0,2.0,0
Dutch Grand Prix,2022,Zandvoort,ALB,23,Williams,21.0,7.0,16.0,9.0,4,MEDIUM,21.0,True,1,False,False,72.0,0.2916666666666667,0.0,Hard,14.0,1,6.0,0,0,1,0,Good,2.0,1,0,0,51.0,21.0,1
Dutch Grand Prix,2022,Zandvoort,ALB,23,Williams,22.0,9.0,16.0,7.0,5,MEDIUM,1.0,True,1,False,False,72.0,0.3055555555555556,0.0,Hard,14.0,1,8.0,0,0,1,0,Fresh,2.0,1,0,0,50.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,ZHO,24,Alfa Romeo,12.0,13.0,15.0,2.0,4,SOFT,12.0,True,1,False,False,72.0,0.16666666666666666,1.0,Hard,14.0,1,12.0,0,0,1,0,Good,1.0,1,0,0,60.0,12.0,0
Dutch Grand Prix,2022,Zandvoort,ZHO,24,Alfa Romeo,13.0,15.0,14.8,-0.1999999999999993,5,SOFT,4.0,False,1,False,False,72.0,0.18055555555555555,1.0,Hard,14.0,1,14.0,0,0,1,0,Fresh,1.0,1,0,0,59.0,4.0,0
Dutch Grand Prix,2022,Zandvoort,ZHO,24,Alfa Romeo,37.0,12.0,15.0,3.0,4,SOFT,28.0,False,1,False,False,72.0,0.5138888888888888,0.0,Hard,14.0,1,11.0,0,0,1,0,Worn,1.0,0,1,0,35.0,28.0,1
Dutch Grand Prix,2022,Zandvoort,ZHO,24,Alfa Romeo,38.0,12.0,14.8,2.8000000000000007,5,MEDIUM,1.0,True,1,False,False,72.0,0.5277777777777778,0.0,Hard,14.0,1,11.0,0,0,1,0,Fresh,2.0,0,1,0,34.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,RIC,3,McLaren,11.0,16.0,18.75,2.75,4,SOFT,11.0,True,1,False,False,72.0,0.1527777777777778,0.0,Hard,14.0,1,15.0,0,0,0,1,Good,1.0,1,0,0,61.0,11.0,0
Dutch Grand Prix,2022,Zandvoort,RIC,3,McLaren,12.0,17.0,18.6,1.6000000000000014,5,MEDIUM,1.0,True,1,False,False,72.0,0.16666666666666666,1.0,Hard,14.0,1,16.0,0,0,0,1,Fresh,2.0,1,0,0,60.0,1.0,0
Dutch Grand Prix,2022,Zandvoort,RIC,3,McLaren,27.0,18.0,19.0,1.0,4,MEDIUM,16.0,True,1,False,False,72.0,0.375,1.0,Hard,14.0,1,17.0,0,0,0,1,Good,2.0,0,1,0,45.0,16.0,1
Dutch Grand Prix,2022,Zandvoort,RIC,3,McLaren,28.0,19.0,19.0,0.0,5,HARD,1.0,True,1,False,False,72.0,0.3888888888888889,1.0,Hard,14.0,1,18.0,0,0,0,1,Fresh,3.0,0,1,0,44.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,OCO,31,Alpine,18.0,6.0,10.333333333333334,4.333333333333334,3,SOFT,18.0,True,1,False,False,72.0,0.25,0.0,Hard,14.0,1,5.0,0,0,1,0,Good,1.0,1,0,0,54.0,18.0,1
Dutch Grand Prix,2022,Zandvoort,OCO,31,Alpine,19.0,6.0,10.25,4.25,4,HARD,1.0,True,1,False,False,72.0,0.2638888888888889,0.0,Hard,14.0,1,5.0,0,0,1,0,Fresh,3.0,1,0,0,53.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,NOR,4,McLaren,17.0,5.0,7.5,2.5,4,MEDIUM,17.0,True,1,False,False,72.0,0.2361111111111111,0.0,Hard,14.0,1,4.0,0,0,0,0,Good,2.0,1,0,0,55.0,17.0,1
Dutch Grand Prix,2022,Zandvoort,NOR,4,McLaren,18.0,5.0,7.4,2.4000000000000004,5,HARD,1.0,True,1,False,False,72.0,0.25,0.0,Hard,14.0,1,4.0,0,0,0,0,Fresh,3.0,1,0,0,54.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,HAM,44,Mercedes,29.0,1.0,4.25,3.25,4,MEDIUM,29.0,True,1,False,False,72.0,0.4027777777777778,0.0,Hard,14.0,1,0.0,1,1,0,0,Worn,2.0,0,1,0,43.0,29.0,1
Dutch Grand Prix,2022,Zandvoort,HAM,44,Mercedes,30.0,2.0,4.2,2.2,5,HARD,1.0,True,1,False,False,72.0,0.4166666666666667,0.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,3.0,0,1,0,42.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,MSC,47,Haas F1 Team,13.0,10.0,15.5,5.5,4,MEDIUM,13.0,True,1,False,False,72.0,0.18055555555555555,0.0,Hard,14.0,1,9.0,0,0,1,0,Good,2.0,1,0,0,59.0,13.0,0
Dutch Grand Prix,2022,Zandvoort,MSC,47,Haas F1 Team,14.0,10.0,15.4,5.4,5,MEDIUM,1.0,True,1,False,False,72.0,0.19444444444444445,0.0,Hard,14.0,1,9.0,0,0,1,0,Fresh,2.0,1,0,0,58.0,1.0,0
Dutch Grand Prix,2022,Zandvoort,MSC,47,Haas F1 Team,33.0,14.0,18.0,4.0,4,MEDIUM,20.0,True,1,False,False,72.0,0.4583333333333333,0.0,Hard,14.0,1,13.0,0,0,1,0,Good,2.0,0,1,0,39.0,20.0,1
Dutch Grand Prix,2022,Zandvoort,MSC,47,Haas F1 Team,34.0,15.0,18.0,3.0,5,HARD,1.0,True,1,False,False,72.0,0.4722222222222222,0.0,Hard,14.0,1,14.0,0,0,1,0,Fresh,3.0,0,1,0,38.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,VET,5,Aston Martin,9.0,17.0,18.333333333333332,1.3333333333333321,3,SOFT,9.0,True,1,False,False,72.0,0.125,1.0,Hard,14.0,1,16.0,0,0,0,1,Fresh,1.0,1,0,0,63.0,9.0,0
Dutch Grand Prix,2022,Zandvoort,VET,5,Aston Martin,10.0,18.0,18.0,0.0,4,MEDIUM,2.0,False,1,False,False,72.0,0.1388888888888889,1.0,Hard,14.0,1,17.0,0,0,0,1,Fresh,2.0,1,0,0,62.0,2.0,0
Dutch Grand Prix,2022,Zandvoort,VET,5,Aston Martin,35.0,15.0,16.0,1.0,4,MEDIUM,27.0,False,1,False,False,72.0,0.4861111111111111,1.0,Hard,14.0,1,14.0,0,0,1,0,Worn,2.0,0,1,0,37.0,27.0,1
Dutch Grand Prix,2022,Zandvoort,VET,5,Aston Martin,36.0,14.0,16.0,2.0,5,HARD,2.0,False,1,False,False,72.0,0.5,1.0,Hard,14.0,1,13.0,0,0,1,0,Fresh,3.0,0,1,0,36.0,2.0,1
Dutch Grand Prix,2022,Zandvoort,VET,5,Aston Martin,49.0,15.0,15.8,0.8000000000000007,5,SOFT,1.0,True,71,False,False,72.0,0.6805555555555556,1.0,Hard,14.0,1,14.0,0,0,1,0,Fresh,1.0,0,0,1,23.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,SAI,55,Ferrari,14.0,3.0,8.5,5.5,4,SOFT,17.0,False,1,False,False,72.0,0.19444444444444445,0.0,Hard,14.0,1,2.0,0,1,0,0,Good,1.0,1,0,0,58.0,17.0,0
Dutch Grand Prix,2022,Zandvoort,SAI,55,Ferrari,15.0,4.0,8.0,4.0,5,MEDIUM,1.0,True,1,False,False,72.0,0.20833333333333334,0.0,Hard,14.0,1,3.0,0,0,0,0,Fresh,2.0,1,0,0,57.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,LAT,6,Williams,13.0,17.0,20.0,3.0,3,SOFT,13.0,True,1,False,False,72.0,0.18055555555555555,0.0,Hard,14.0,1,16.0,0,0,0,1,Good,1.0,1,0,0,59.0,13.0,0
Dutch Grand Prix,2022,Zandvoort,LAT,6,Williams,14.0,15.0,20.0,5.0,4,MEDIUM,1.0,True,1,False,False,72.0,0.19444444444444445,0.0,Hard,14.0,1,14.0,0,0,1,0,Fresh,2.0,1,0,0,58.0,1.0,0
Dutch Grand Prix,2022,Zandvoort,LAT,6,Williams,26.0,20.0,20.0,0.0,4,MEDIUM,13.0,True,1,False,False,72.0,0.3611111111111111,1.0,Hard,14.0,1,19.0,0,0,0,1,Good,2.0,0,1,0,46.0,13.0,1
Dutch Grand Prix,2022,Zandvoort,LAT,6,Williams,27.0,20.0,20.0,0.0,5,HARD,1.0,True,1,False,False,72.0,0.375,1.0,Hard,14.0,1,19.0,0,0,0,1,Fresh,3.0,0,1,0,45.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,RUS,63,Mercedes,31.0,2.0,5.0,3.0,4,MEDIUM,31.0,True,1,False,False,72.0,0.4305555555555556,0.0,Hard,14.0,1,1.0,0,1,0,0,Worn,2.0,0,1,0,41.0,31.0,1
Dutch Grand Prix,2022,Zandvoort,RUS,63,Mercedes,32.0,2.0,5.0,3.0,5,HARD,1.0,True,1,False,False,72.0,0.4444444444444444,0.0,Hard,14.0,1,1.0,0,1,0,0,Fresh,3.0,0,1,0,40.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,BOT,77,Alfa Romeo,16.0,10.0,16.25,6.25,4,SOFT,16.0,True,1,False,False,72.0,0.2222222222222222,0.0,Hard,14.0,1,9.0,0,0,1,0,Good,1.0,1,0,0,56.0,16.0,1
Dutch Grand Prix,2022,Zandvoort,BOT,77,Alfa Romeo,17.0,11.0,16.0,5.0,5,SOFT,1.0,True,1,False,False,72.0,0.2361111111111111,0.0,Hard,14.0,1,10.0,0,0,1,0,Fresh,1.0,1,0,0,55.0,1.0,1
Dutch Grand Prix,2022,Zandvoort,BOT,77,Alfa Romeo,34.0,13.0,14.5,1.5,4,SOFT,18.0,True,1,False,False,72.0,0.4722222222222222,1.0,Hard,14.0,1,12.0,0,0,1,0,Good,1.0,0,1,0,38.0,18.0,1
Dutch Grand Prix,2022,Zandvoort,BOT,77,Alfa Romeo,35.0,14.0,14.4,0.40000000000000036,5,MEDIUM,1.0,True,1,False,False,72.0,0.4861111111111111,1.0,Hard,14.0,1,13.0,0,0,1,0,Fresh,2.0,0,1,0,37.0,1.0,1
Italian Grand Prix,2022,Monza,VER,1,Red Bull Racing,25.0,1.0,2.0,1.0,4,SOFT,25.0,True,1,False,False,53.0,0.4716981132075472,1.0,Easy,16.0,3,0.0,1,1,0,0,Good,1.0,0,1,0,28.0,25.0,1
Italian Grand Prix,2022,Monza,VER,1,Red Bull Racing,26.0,1.0,2.0,1.0,5,MEDIUM,1.0,True,1,False,False,53.0,0.49056603773584906,1.0,Easy,16.0,3,0.0,1,1,0,0,Fresh,2.0,0,1,0,27.0,1.0,1
Italian Grand Prix,2022,Monza,GAS,10,AlphaTauri,18.0,6.0,13.0,7.0,4,MEDIUM,18.0,True,1,False,False,53.0,0.33962264150943394,0.0,Easy,16.0,3,5.0,0,0,1,0,Good,2.0,0,1,0,35.0,18.0,1
Italian Grand Prix,2022,Monza,GAS,10,AlphaTauri,19.0,9.0,12.8,3.8000000000000007,5,HARD,2.0,False,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,8.0,0,0,1,0,Fresh,3.0,0,1,0,34.0,2.0,1
Italian Grand Prix,2022,Monza,PER,11,Red Bull Racing,8.0,18.0,19.666666666666668,1.6666666666666679,3,HARD,1.0,True,1,False,False,53.0,0.1509433962264151,1.0,Easy,16.0,3,17.0,0,0,0,1,Fresh,3.0,1,0,0,45.0,1.0,0
Italian Grand Prix,2022,Monza,PER,11,Red Bull Racing,42.0,5.0,7.0,2.0,3,HARD,35.0,True,1,False,False,53.0,0.7924528301886793,1.0,Easy,16.0,3,4.0,0,0,0,0,Worn,3.0,0,0,1,11.0,35.0,0
Italian Grand Prix,2022,Monza,PER,11,Red Bull Racing,43.0,5.0,7.0,2.0,3,SOFT,1.0,True,1,False,False,53.0,0.8113207547169812,1.0,Easy,16.0,3,4.0,0,0,0,0,Fresh,1.0,0,0,1,10.0,1.0,0
Italian Grand Prix,2022,Monza,LEC,16,Ferrari,13.0,2.0,3.0,1.0,5,MEDIUM,1.0,True,71,False,False,53.0,0.24528301886792453,1.0,Easy,16.0,3,1.0,0,1,0,0,Fresh,2.0,1,0,0,40.0,1.0,0
Italian Grand Prix,2022,Monza,LEC,16,Ferrari,33.0,1.0,2.0,1.0,4,MEDIUM,21.0,True,1,False,False,53.0,0.6226415094339622,1.0,Easy,16.0,3,0.0,1,1,0,0,Good,2.0,0,1,0,20.0,21.0,1
Italian Grand Prix,2022,Monza,LEC,16,Ferrari,34.0,1.0,2.0,1.0,5,SOFT,1.0,True,1,False,False,53.0,0.6415094339622641,1.0,Easy,16.0,3,0.0,1,1,0,0,Fresh,1.0,0,1,0,19.0,1.0,1
Italian Grand Prix,2022,Monza,STR,18,Aston Martin,18.0,12.0,17.666666666666668,5.666666666666668,3,MEDIUM,19.0,False,1,False,False,53.0,0.33962264150943394,0.0,Easy,16.0,3,11.0,0,0,1,0,Good,2.0,0,1,0,35.0,19.0,1
Italian Grand Prix,2022,Monza,STR,18,Aston Martin,19.0,14.0,18.0,4.0,4,HARD,2.0,False,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,13.0,0,0,1,0,Fresh,3.0,0,1,0,34.0,2.0,1
Italian Grand Prix,2022,Monza,MAG,20,Haas F1 Team,24.0,11.0,19.0,8.0,4,MEDIUM,24.0,True,1,False,False,53.0,0.4528301886792453,0.0,Easy,16.0,3,10.0,0,0,1,0,Good,2.0,0,1,0,29.0,24.0,1
Italian Grand Prix,2022,Monza,MAG,20,Haas F1 Team,25.0,14.0,19.0,5.0,5,HARD,1.0,True,1,False,False,53.0,0.4716981132075472,0.0,Easy,16.0,3,13.0,0,0,1,0,Fresh,3.0,0,1,0,28.0,1.0,1
Italian Grand Prix,2022,Monza,TSU,22,AlphaTauri,19.0,13.0,17.0,4.0,4,MEDIUM,19.0,True,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,12.0,0,0,1,0,Good,2.0,0,1,0,34.0,19.0,1
Italian Grand Prix,2022,Monza,TSU,22,AlphaTauri,20.0,12.0,16.8,4.800000000000001,5,HARD,2.0,False,1,False,False,53.0,0.37735849056603776,0.0,Easy,16.0,3,11.0,0,0,1,0,Fresh,3.0,0,1,0,33.0,2.0,1
Italian Grand Prix,2022,Monza,ZHO,24,Alfa Romeo,18.0,10.0,15.0,5.0,4,MEDIUM,18.0,True,1,False,False,53.0,0.33962264150943394,0.0,Easy,16.0,3,9.0,0,0,1,0,Good,2.0,0,1,0,35.0,18.0,1
Italian Grand Prix,2022,Monza,ZHO,24,Alfa Romeo,19.0,11.0,15.0,4.0,5,HARD,1.0,True,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,10.0,0,0,1,0,Fresh,3.0,0,1,0,34.0,1.0,1
Italian Grand Prix,2022,Monza,RIC,3,McLaren,19.0,5.0,11.75,6.75,4,MEDIUM,19.0,True,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,4.0,0,0,0,0,Good,2.0,0,1,0,34.0,19.0,1
Italian Grand Prix,2022,Monza,RIC,3,McLaren,20.0,7.0,11.6,4.6,5,HARD,1.0,True,1,False,False,53.0,0.37735849056603776,0.0,Easy,16.0,3,6.0,0,0,1,0,Fresh,3.0,0,1,0,33.0,1.0,1
Italian Grand Prix,2022,Monza,OCO,31,Alpine,19.0,12.0,16.0,4.0,4,SOFT,19.0,True,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,11.0,0,0,1,0,Good,1.0,0,1,0,34.0,19.0,1
Italian Grand Prix,2022,Monza,OCO,31,Alpine,20.0,10.0,15.8,5.800000000000001,5,HARD,1.0,True,1,False,False,53.0,0.37735849056603776,0.0,Easy,16.0,3,9.0,0,0,1,0,Fresh,3.0,0,1,0,33.0,1.0,1
Italian Grand Prix,2022,Monza,NOR,4,McLaren,35.0,4.0,7.0,3.0,4,MEDIUM,35.0,True,1,False,False,53.0,0.660377358490566,0.0,Easy,16.0,3,3.0,0,0,0,0,Worn,2.0,0,1,0,18.0,35.0,1
Italian Grand Prix,2022,Monza,NOR,4,McLaren,36.0,4.0,7.0,3.0,5,SOFT,3.0,False,1,False,False,53.0,0.6792452830188679,0.0,Easy,16.0,3,3.0,0,0,0,0,Fresh,1.0,0,0,1,17.0,3.0,1
Italian Grand Prix,2022,Monza,HAM,44,Mercedes,33.0,5.0,7.0,2.0,4,MEDIUM,33.0,True,1,False,False,53.0,0.6226415094339622,1.0,Easy,16.0,3,4.0,0,0,0,0,Worn,2.0,0,1,0,20.0,33.0,1
Italian Grand Prix,2022,Monza,HAM,44,Mercedes,34.0,7.0,6.8,-0.20000000000000018,5,SOFT,1.0,True,1,False,False,53.0,0.6415094339622641,1.0,Easy,16.0,3,6.0,0,0,1,0,Fresh,1.0,0,1,0,19.0,1.0,1
Italian Grand Prix,2022,Monza,DEV,45,Williams,19.0,8.0,13.75,5.75,4,SOFT,19.0,True,1,False,False,53.0,0.3584905660377358,0.0,Easy,16.0,3,7.0,0,0,1,0,Good,1.0,0,1,0,34.0,19.0,1
Italian Grand Prix,2022,Monza,DEV,45,Williams,20.0,9.0,13.6,4.6,5,MEDIUM,1.0,True,1,False,False,53.0,0.37735849056603776,0.0,Easy,16.0,3,8.0,0,0,1,0,Fresh,2.0,0,1,0,33.0,1.0,1
Italian Grand Prix,2022,Monza,MSC,47,Haas F1 Team,33.0,8.0,15.25,7.25,4,MEDIUM,33.0,True,1,False,False,53.0,0.6226415094339622,0.0,Easy,16.0,3,7.0,0,0,1,0,Worn,2.0,0,1,0,20.0,33.0,1
Italian Grand Prix,2022,Monza,MSC,47,Haas F1 Team,34.0,9.0,15.2,6.199999999999999,5,SOFT,1.0,True,1,False,False,53.0,0.6415094339622641,0.0,Easy,16.0,3,8.0,0,0,1,0,Fresh,1.0,0,1,0,19.0,1.0,1
Italian Grand Prix,2022,Monza,SAI,55,Ferrari,30.0,3.0,5.5,2.5,4,MEDIUM,30.0,True,1,False,False,53.0,0.5660377358490566,0.0,Easy,16.0,3,2.0,0,1,0,0,Worn,2.0,0,1,0,23.0,30.0,1
Italian Grand Prix,2022,Monza,SAI,55,Ferrari,31.0,4.0,5.2,1.2000000000000002,5,SOFT,1.0,True,1,False,False,53.0,0.5849056603773585,1.0,Easy,16.0,3,3.0,0,0,0,0,Fresh,1.0,0,1,0,22.0,1.0,1
Italian Grand Prix,2022,Monza,LAT,6,Williams,15.0,15.0,19.0,4.0,4,MEDIUM,15.0,True,1,False,False,53.0,0.2830188679245283,0.0,Easy,16.0,3,14.0,0,0,1,0,Good,2.0,1,0,0,38.0,15.0,1
Italian Grand Prix,2022,Monza,LAT,6,Williams,16.0,18.0,19.0,1.0,5,HARD,1.0,True,1,False,False,53.0,0.3018867924528302,1.0,Easy,16.0,3,17.0,0,0,0,1,Fresh,3.0,1,0,0,37.0,1.0,1
Italian Grand Prix,2022,Monza,RUS,63,Mercedes,23.0,2.0,4.0,2.0,4,SOFT,23.0,True,1,False,False,53.0,0.4339622641509434,1.0,Easy,16.0,3,1.0,0,1,0,0,Good,1.0,0,1,0,30.0,23.0,1
Italian Grand Prix,2022,Monza,RUS,63,Mercedes,24.0,3.0,4.0,1.0,5,HARD,1.0,True,1,False,False,53.0,0.4528301886792453,1.0,Easy,16.0,3,2.0,0,1,0,0,Fresh,3.0,0,1,0,29.0,1.0,1
Italian Grand Prix,2022,Monza,BOT,77,Alfa Romeo,35.0,7.0,16.0,9.0,4,MEDIUM,35.0,True,1,False,False,53.0,0.660377358490566,0.0,Easy,16.0,3,6.0,0,0,1,0,Worn,2.0,0,1,0,18.0,35.0,1
Italian Grand Prix,2022,Monza,BOT,77,Alfa Romeo,36.0,11.0,16.0,5.0,5,SOFT,1.0,True,1,False,False,53.0,0.6792452830188679,0.0,Easy,16.0,3,10.0,0,0,1,0,Fresh,1.0,0,0,1,17.0,1.0,1
Singapore Grand Prix,2022,Marina Bay,VER,1,Red Bull Racing,40.0,5.0,12.0,7.0,4,MEDIUM,5.0,True,1,False,False,59.0,0.6779661016949152,0.0,Hard,22.0,1,4.0,0,0,0,0,Fresh,2.0,0,0,1,19.0,5.0,1
Singapore Grand Prix,2022,Marina Bay,VER,1,Red Bull Racing,41.0,13.0,12.0,-1.0,5,SOFT,1.0,True,1,False,False,59.0,0.6949152542372882,1.0,Hard,22.0,1,12.0,0,0,1,0,Fresh,1.0,0,0,1,18.0,1.0,1
Singapore Grand Prix,2022,Marina Bay,MSC,47,Haas F1 Team,41.0,10.0,13.25,3.25,4,MEDIUM,7.0,True,1,False,False,59.0,0.6949152542372882,0.0,Hard,22.0,1,9.0,0,0,1,0,Fresh,2.0,0,0,1,18.0,7.0,1
Singapore Grand Prix,2022,Marina Bay,MSC,47,Haas F1 Team,42.0,13.0,13.4,0.40000000000000036,5,SOFT,1.0,True,1,False,False,59.0,0.711864406779661,1.0,Hard,22.0,1,12.0,0,0,1,0,Fresh,1.0,0,0,1,17.0,1.0,1
Singapore Grand Prix,2022,Marina Bay,RUS,63,Mercedes,41.0,11.0,13.75,2.75,4,MEDIUM,6.0,True,1,False,False,59.0,0.6949152542372882,0.0,Hard,22.0,1,10.0,0,0,1,0,Fresh,2.0,0,0,1,18.0,6.0,1
Singapore Grand Prix,2022,Marina Bay,RUS,63,Mercedes,42.0,14.0,13.6,-0.40000000000000036,5,SOFT,1.0,True,1,False,False,59.0,0.711864406779661,1.0,Hard,22.0,1,13.0,0,0,1,0,Fresh,1.0,0,0,1,17.0,1.0,1
