PositionBefore,PositionGapToLeader,IsLeader,IsTopThree,IsMidfield,IsBackmarker,TyreLife,Compound_Numeric,FreshTyre,RaceProgress,EarlyRace,MidRace,LateRace,LapsToEnd,OvertakingDifficulty_Numeric,PitLossSeconds,EstimatedStintLength,InTypicalPitWindow,Year
17.0,16.0,0,0,0,1,6.0,3.0,False,0.6,0,1,0,28.0,2,19.0,6.0,1,2023
12.0,11.0,0,0,1,0,13.0,2.0,True,0.18571428571428572,1,0,0,57.0,2,19.0,13.0,0,2023
13.0,12.0,0,0,1,0,4.0,3.0,False,0.2,1,0,0,56.0,2,19.0,4.0,0,2023
16.0,15.0,0,0,0,1,24.0,3.0,False,0.4857142857142857,0,1,0,36.0,2,19.0,24.0,1,2023
16.0,15.0,0,0,0,1,1.0,3.0,True,0.5,0,1,0,35.0,2,19.0,1.0,1,2023
1.0,0.0,1,1,0,0,14.0,1.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,14.0,0,2023
1.0,0.0,1,1,0,0,1.0,2.0,True,0.3409090909090909,0,1,0,29.0,3,17.0,1.0,1,2023
1.0,0.0,1,1,0,0,16.0,2.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,16.0,1,2023
1.0,0.0,1,1,0,0,1.0,1.0,True,0.7045454545454546,0,0,1,13.0,3,17.0,1.0,1,2023
1.0,0.0,1,1,0,0,13.0,1.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,13.0,0,2023
2.0,1.0,0,1,0,0,1.0,2.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,1.0,0,2023
2.0,1.0,0,1,0,0,16.0,2.0,True,0.6590909090909091,0,1,0,15.0,3,17.0,16.0,1,2023
2.0,1.0,0,1,0,0,1.0,1.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,1.0,1,2023
3.0,2.0,0,1,0,0,13.0,1.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,13.0,0,2023
3.0,2.0,0,1,0,0,1.0,2.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,1.0,0,2023
3.0,2.0,0,1,0,0,15.0,2.0,True,0.6363636363636364,0,1,0,16.0,3,17.0,15.0,1,2023
3.0,2.0,0,1,0,0,1.0,1.0,True,0.6590909090909091,0,1,0,15.0,3,17.0,1.0,1,2023
4.0,3.0,0,0,0,0,12.0,1.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,12.0,0,2023
4.0,3.0,0,0,0,0,1.0,2.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,1.0,0,2023
4.0,3.0,0,0,0,0,15.0,2.0,True,0.6136363636363636,0,1,0,17.0,3,17.0,15.0,1,2023
4.0,3.0,0,0,0,0,1.0,1.0,True,0.6363636363636364,0,1,0,16.0,3,17.0,1.0,1,2023
5.0,4.0,0,0,0,0,10.0,2.0,True,0.22727272727272727,1,0,0,34.0,3,17.0,10.0,0,2023
5.0,4.0,0,0,0,0,1.0,2.0,True,0.25,1,0,0,33.0,3,17.0,1.0,0,2023
4.0,3.0,0,0,0,0,19.0,2.0,True,0.6590909090909091,0,1,0,15.0,3,17.0,19.0,1,2023
5.0,4.0,0,0,0,0,1.0,1.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,1.0,1,2023
6.0,5.0,0,0,1,0,22.0,2.0,True,0.5,0,1,0,22.0,3,17.0,22.0,1,2023
8.0,7.0,0,0,1,0,1.0,1.0,True,0.5227272727272727,0,1,0,21.0,3,17.0,1.0,1,2023
10.0,9.0,0,0,1,0,5.0,2.0,True,0.11363636363636363,1,0,0,39.0,3,17.0,5.0,0,2023
17.0,16.0,0,0,0,1,1.0,3.0,True,0.13636363636363635,1,0,0,38.0,3,17.0,1.0,0,2023
16.0,15.0,0,0,0,1,12.0,3.0,True,0.38636363636363635,0,1,0,27.0,3,17.0,12.0,1,2023
16.0,15.0,0,0,0,1,1.0,1.0,True,0.4090909090909091,0,1,0,26.0,3,17.0,1.0,1,2023
11.0,10.0,0,0,1,0,6.0,1.0,True,0.13636363636363635,1,0,0,38.0,3,17.0,6.0,0,2023
15.0,14.0,0,0,1,0,1.0,2.0,True,0.1590909090909091,1,0,0,37.0,3,17.0,1.0,0,2023
7.0,6.0,0,0,1,0,19.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,19.0,1,2023
6.0,5.0,0,0,1,0,1.0,1.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,1.0,1,2023
8.0,7.0,0,0,1,0,20.0,2.0,True,0.45454545454545453,0,1,0,24.0,3,17.0,20.0,1,2023
11.0,10.0,0,0,1,0,1.0,1.0,True,0.4772727272727273,0,1,0,23.0,3,17.0,1.0,1,2023
6.0,5.0,0,0,1,0,1.0,2.0,True,0.22727272727272727,1,0,0,34.0,3,17.0,1.0,0,2023
6.0,5.0,0,0,1,0,15.0,2.0,True,0.5454545454545454,0,1,0,20.0,3,17.0,15.0,1,2023
6.0,5.0,0,0,1,0,1.0,1.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,1.0,1,2023
6.0,5.0,0,0,1,0,23.0,1.0,True,0.5227272727272727,0,1,0,21.0,3,17.0,23.0,1,2023
8.0,7.0,0,0,1,0,1.0,2.0,True,0.5454545454545454,0,1,0,20.0,3,17.0,1.0,1,2023
13.0,12.0,0,0,1,0,6.0,1.0,True,0.13636363636363635,1,0,0,38.0,3,17.0,6.0,0,2023
16.0,15.0,0,0,0,1,1.0,2.0,True,0.1590909090909091,1,0,0,37.0,3,17.0,1.0,0,2023
11.0,10.0,0,0,1,0,18.0,2.0,True,0.5454545454545454,0,1,0,20.0,3,17.0,18.0,1,2023
11.0,10.0,0,0,1,0,1.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,1.0,1,2023
13.0,12.0,0,0,1,0,7.0,1.0,True,0.1590909090909091,1,0,0,37.0,3,17.0,7.0,0,2023
14.0,13.0,0,0,1,0,1.0,2.0,True,0.18181818181818182,1,0,0,36.0,3,17.0,1.0,0,2023
12.0,11.0,0,0,1,0,18.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,18.0,1,2023
14.0,13.0,0,0,1,0,1.0,1.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,1.0,1,2023
7.0,6.0,0,0,1,0,7.0,1.0,True,0.1590909090909091,1,0,0,37.0,3,17.0,7.0,0,2023
9.0,8.0,0,0,1,0,1.0,2.0,True,0.18181818181818182,1,0,0,36.0,3,17.0,1.0,0,2023
9.0,8.0,0,0,1,0,16.0,2.0,True,0.5227272727272727,0,1,0,21.0,3,17.0,16.0,1,2023
10.0,9.0,0,0,1,0,1.0,2.0,True,0.5454545454545454,0,1,0,20.0,3,17.0,1.0,1,2023
12.0,11.0,0,0,1,0,10.0,2.0,True,0.75,0,0,1,11.0,3,17.0,10.0,1,2023
15.0,14.0,0,0,1,0,1.0,1.0,True,0.7727272727272727,0,0,1,10.0,3,17.0,1.0,0,2023
18.0,17.0,0,0,0,1,5.0,1.0,True,0.11363636363636363,1,0,0,39.0,3,17.0,5.0,0,2023
18.0,17.0,0,0,0,1,1.0,2.0,True,0.13636363636363635,1,0,0,38.0,3,17.0,1.0,0,2023
8.0,7.0,0,0,1,0,20.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,20.0,1,2023
9.0,8.0,0,0,1,0,1.0,2.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,1.0,1,2023
19.0,18.0,0,0,0,1,5.0,1.0,True,0.11363636363636363,1,0,0,39.0,3,17.0,5.0,0,2023
19.0,18.0,0,0,0,1,1.0,2.0,True,0.13636363636363635,1,0,0,38.0,3,17.0,1.0,0,2023
12.0,11.0,0,0,1,0,17.0,2.0,True,0.5,0,1,0,22.0,3,17.0,17.0,1,2023
17.0,16.0,0,0,0,1,1.0,2.0,True,0.5227272727272727,0,1,0,21.0,3,17.0,1.0,1,2023
10.0,9.0,0,0,1,0,8.0,1.0,True,0.18181818181818182,1,0,0,36.0,3,17.0,8.0,0,2023
11.0,10.0,0,0,1,0,1.0,2.0,True,0.20454545454545456,1,0,0,35.0,3,17.0,1.0,0,2023
16.0,15.0,0,0,0,1,16.0,2.0,True,0.5454545454545454,0,1,0,20.0,3,17.0,16.0,1,2023
16.0,15.0,0,0,0,1,1.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,1.0,1,2023
18.0,17.0,0,0,0,1,10.0,2.0,True,0.7727272727272727,0,0,1,10.0,3,17.0,10.0,0,2023
17.0,16.0,0,0,0,1,1.0,1.0,True,0.7954545454545454,0,0,1,9.0,3,17.0,1.0,0,2023
8.0,7.0,0,0,1,0,12.0,2.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,12.0,0,2023
12.0,11.0,0,0,1,0,1.0,1.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,1.0,0,2023
12.0,11.0,0,0,1,0,12.0,1.0,True,0.5454545454545454,0,1,0,20.0,3,17.0,12.0,1,2023
13.0,12.0,0,0,1,0,1.0,1.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,1.0,1,2023
10.0,9.0,0,0,1,0,7.0,1.0,True,0.1590909090909091,1,0,0,37.0,3,17.0,7.0,0,2023
13.0,12.0,0,0,1,0,1.0,2.0,True,0.18181818181818182,1,0,0,36.0,3,17.0,1.0,0,2023
1.0,0.0,1,1,0,0,2.0,1.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,2.0,0,2023
2.0,1.0,0,1,0,0,1.0,2.0,True,0.041666666666666664,1,0,0,69.0,1,14.0,1.0,0,2023
2.0,1.0,0,1,0,0,9.0,2.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,9.0,0,2023
2.0,1.0,0,1,0,0,1.0,1.0,True,0.16666666666666666,1,0,0,60.0,1,14.0,1.0,0,2023
1.0,0.0,1,1,0,0,38.0,1.0,True,0.6805555555555556,0,0,1,23.0,1,14.0,38.0,1,2023
1.0,0.0,1,1,0,0,2.0,1.0,False,0.6944444444444444,0,0,1,22.0,1,14.0,2.0,1,2023
16.0,15.0,0,0,0,1,7.0,2.0,False,0.027777777777777776,1,0,0,70.0,1,14.0,7.0,0,2023
3.0,2.0,0,1,0,0,16.0,2.0,False,0.1527777777777778,1,0,0,61.0,1,14.0,16.0,0,2023
3.0,2.0,0,1,0,0,1.0,1.0,True,0.16666666666666666,1,0,0,60.0,1,14.0,1.0,0,2023
4.0,3.0,0,0,0,0,35.0,1.0,True,0.6388888888888888,0,1,0,26.0,1,14.0,35.0,1,2023
3.0,2.0,0,1,0,0,1.0,1.0,True,0.6527777777777778,0,1,0,25.0,1,14.0,1.0,1,2023
13.0,12.0,0,0,1,0,1.0,2.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,1.0,0,2023
2.0,1.0,0,1,0,0,33.0,1.0,True,0.625,0,1,0,27.0,1,14.0,33.0,1,2023
2.0,1.0,0,1,0,0,2.0,1.0,False,0.6388888888888888,0,1,0,26.0,1,14.0,2.0,1,2023
3.0,2.0,0,1,0,0,2.0,1.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,2.0,0,2023
5.0,4.0,0,0,0,0,1.0,2.0,True,0.041666666666666664,1,0,0,69.0,1,14.0,1.0,0,2023
5.0,4.0,0,0,0,0,8.0,2.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,8.0,0,2023
5.0,4.0,0,0,0,0,1.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
2.0,1.0,0,1,0,0,38.0,1.0,True,0.6666666666666666,0,1,0,24.0,1,14.0,38.0,1,2023
2.0,1.0,0,1,0,0,3.0,1.0,False,0.6805555555555556,0,0,1,23.0,1,14.0,3.0,1,2023
15.0,14.0,0,0,1,0,1.0,2.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,1.0,0,2023
6.0,5.0,0,0,1,0,10.0,2.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,10.0,0,2023
4.0,3.0,0,0,0,0,1.0,1.0,True,0.16666666666666666,1,0,0,60.0,1,14.0,1.0,0,2023
14.0,13.0,0,0,1,0,4.0,1.0,True,0.05555555555555555,1,0,0,68.0,1,14.0,4.0,0,2023
18.0,17.0,0,0,0,1,1.0,2.0,True,0.06944444444444445,1,0,0,67.0,1,14.0,1.0,0,2023
18.0,17.0,0,0,0,1,5.0,2.0,True,0.125,1,0,0,63.0,1,14.0,5.0,0,2023
19.0,18.0,0,0,0,1,1.0,1.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,1.0,0,2023
17.0,16.0,0,0,0,1,18.0,2.0,True,0.4722222222222222,0,1,0,38.0,1,14.0,18.0,1,2023
19.0,18.0,0,0,0,1,1.0,1.0,True,0.4861111111111111,0,1,0,37.0,1,14.0,1.0,1,2023
20.0,19.0,0,0,0,1,1.0,2.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,1.0,0,2023
9.0,8.0,0,0,1,0,8.0,2.0,True,0.125,1,0,0,63.0,1,14.0,8.0,0,2023
10.0,9.0,0,0,1,0,1.0,1.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,1.0,0,2023
13.0,12.0,0,0,1,0,26.0,1.0,True,0.4861111111111111,0,1,0,37.0,1,14.0,26.0,1,2023
14.0,13.0,0,0,1,0,1.0,2.0,True,0.5,0,1,0,36.0,1,14.0,1.0,1,2023
18.0,17.0,0,0,0,1,6.0,2.0,False,0.027777777777777776,1,0,0,70.0,1,14.0,6.0,0,2023
8.0,7.0,0,0,1,0,14.0,2.0,False,0.1388888888888889,1,0,0,62.0,1,14.0,14.0,0,2023
8.0,7.0,0,0,1,0,1.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
5.0,4.0,0,0,0,0,44.0,1.0,True,0.6111111111111112,0,1,0,28.0,1,14.0,44.0,1,2023
5.0,4.0,0,0,0,0,1.0,2.0,True,0.625,0,1,0,27.0,1,14.0,1.0,1,2023
9.0,8.0,0,0,1,0,6.0,2.0,False,0.8888888888888888,0,0,1,8.0,1,14.0,6.0,0,2023
17.0,16.0,0,0,0,1,1.0,2.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,1.0,0,2023
3.0,2.0,0,1,0,0,9.0,2.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,9.0,0,2023
4.0,3.0,0,0,0,0,1.0,2.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
12.0,11.0,0,0,1,0,27.0,2.0,True,0.5138888888888888,0,1,0,35.0,1,14.0,27.0,1,2023
12.0,11.0,0,0,1,0,1.0,1.0,True,0.5277777777777778,0,1,0,34.0,1,14.0,1.0,1,2023
10.0,9.0,0,0,1,0,32.0,2.0,True,0.6666666666666666,0,1,0,24.0,1,14.0,32.0,1,2023
12.0,11.0,0,0,1,0,1.0,1.0,True,0.6805555555555556,0,0,1,23.0,1,14.0,1.0,1,2023
12.0,11.0,0,0,1,0,2.0,1.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,2.0,0,2023
14.0,13.0,0,0,1,0,1.0,2.0,True,0.041666666666666664,1,0,0,69.0,1,14.0,1.0,0,2023
9.0,8.0,0,0,1,0,8.0,2.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,8.0,0,2023
9.0,8.0,0,0,1,0,1.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
6.0,5.0,0,0,1,0,33.0,1.0,True,0.5972222222222222,0,1,0,29.0,1,14.0,33.0,1,2023
7.0,6.0,0,0,1,0,1.0,1.0,True,0.6111111111111112,0,1,0,28.0,1,14.0,1.0,1,2023
11.0,10.0,0,0,1,0,1.0,2.0,True,0.8888888888888888,0,0,1,8.0,1,14.0,1.0,0,2023
1.0,0.0,1,1,0,0,3.0,1.0,True,0.041666666666666664,1,0,0,69.0,1,14.0,3.0,0,2023
10.0,9.0,0,0,1,0,1.0,2.0,True,0.05555555555555555,1,0,0,68.0,1,14.0,1.0,0,2023
11.0,10.0,0,0,1,0,7.0,2.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,7.0,0,2023
10.0,9.0,0,0,1,0,2.0,1.0,False,0.1527777777777778,1,0,0,61.0,1,14.0,2.0,0,2023
9.0,8.0,0,0,1,0,33.0,1.0,False,0.5833333333333334,0,1,0,30.0,1,14.0,33.0,1,2023
10.0,9.0,0,0,1,0,4.0,1.0,False,0.5972222222222222,0,1,0,29.0,1,14.0,4.0,1,2023
7.0,6.0,0,0,1,0,12.0,2.0,False,0.8888888888888888,0,0,1,8.0,1,14.0,12.0,0,2023
19.0,18.0,0,0,0,1,6.0,2.0,False,0.027777777777777776,1,0,0,70.0,1,14.0,6.0,0,2023
12.0,11.0,0,0,1,0,14.0,2.0,False,0.1388888888888889,1,0,0,62.0,1,14.0,14.0,0,2023
11.0,10.0,0,0,1,0,1.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
16.0,15.0,0,0,0,1,29.0,2.0,True,0.6388888888888888,0,1,0,26.0,1,14.0,29.0,1,2023
18.0,17.0,0,0,0,1,1.0,1.0,True,0.6527777777777778,0,1,0,25.0,1,14.0,1.0,1,2023
12.0,11.0,0,0,1,0,3.0,2.0,True,0.041666666666666664,1,0,0,69.0,1,14.0,3.0,0,2023
20.0,19.0,0,0,0,1,1.0,2.0,True,0.05555555555555555,1,0,0,68.0,1,14.0,1.0,0,2023
13.0,12.0,0,0,1,0,6.0,2.0,True,0.125,1,0,0,63.0,1,14.0,6.0,0,2023
13.0,12.0,0,0,1,0,1.0,1.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,1.0,0,2023
7.0,6.0,0,0,1,0,36.0,1.0,True,0.625,0,1,0,27.0,1,14.0,36.0,1,2023
8.0,7.0,0,0,1,0,1.0,1.0,True,0.6388888888888888,0,1,0,26.0,1,14.0,1.0,1,2023
5.0,4.0,0,0,0,0,2.0,1.0,True,0.027777777777777776,1,0,0,70.0,1,14.0,2.0,0,2023
8.0,7.0,0,0,1,0,1.0,2.0,True,0.041666666666666664,1,0,0,69.0,1,14.0,1.0,0,2023
6.0,5.0,0,0,1,0,8.0,2.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,8.0,0,2023
7.0,6.0,0,0,1,0,1.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
5.0,4.0,0,0,0,0,31.0,1.0,True,0.5694444444444444,0,1,0,31.0,1,14.0,31.0,1,2023
5.0,4.0,0,0,0,0,3.0,1.0,False,0.5833333333333334,0,1,0,30.0,1,14.0,3.0,1,2023
3.0,2.0,0,1,0,0,4.0,1.0,True,0.05555555555555555,1,0,0,68.0,1,14.0,4.0,0,2023
12.0,11.0,0,0,1,0,1.0,2.0,True,0.06944444444444445,1,0,0,67.0,1,14.0,1.0,0,2023
14.0,13.0,0,0,1,0,6.0,2.0,True,0.1388888888888889,1,0,0,62.0,1,14.0,6.0,0,2023
16.0,15.0,0,0,0,1,1.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,1.0,0,2023
11.0,10.0,0,0,1,0,9.0,2.0,False,0.9305555555555556,0,0,1,5.0,1,14.0,9.0,0,2023
17.0,16.0,0,0,0,1,7.0,2.0,False,0.9444444444444444,0,0,1,4.0,1,14.0,7.0,0,2023
13.0,12.0,0,0,1,0,31.0,2.0,True,0.6527777777777778,0,1,0,25.0,1,14.0,31.0,1,2023
13.0,12.0,0,0,1,0,1.0,1.0,True,0.6666666666666666,0,1,0,24.0,1,14.0,1.0,1,2023
6.0,5.0,0,0,1,0,31.0,1.0,True,0.6388888888888888,0,1,0,26.0,1,14.0,31.0,1,2023
7.0,6.0,0,0,1,0,1.0,2.0,True,0.6527777777777778,0,1,0,25.0,1,14.0,1.0,1,2023
10.0,9.0,0,0,1,0,5.0,2.0,False,0.8888888888888888,0,0,1,8.0,1,14.0,5.0,0,2023
1.0,0.0,1,1,0,0,20.0,2.0,True,0.39215686274509803,0,1,0,31.0,3,16.0,20.0,1,2023
1.0,0.0,1,1,0,0,1.0,3.0,True,0.4117647058823529,0,1,0,30.0,3,16.0,1.0,1,2023
17.0,16.0,0,0,0,1,10.0,2.0,True,0.19607843137254902,1,0,0,41.0,3,16.0,10.0,0,2023
18.0,17.0,0,0,0,1,4.0,3.0,False,0.21568627450980393,1,0,0,40.0,3,16.0,4.0,0,2023
15.0,14.0,0,0,1,0,24.0,3.0,False,0.6078431372549019,0,1,0,20.0,3,16.0,24.0,1,2023
17.0,16.0,0,0,0,1,1.0,2.0,True,0.6274509803921569,0,1,0,19.0,3,16.0,1.0,1,2023
2.0,1.0,0,1,0,0,21.0,2.0,True,0.4117647058823529,0,1,0,30.0,3,16.0,21.0,1,2023
1.0,0.0,1,1,0,0,1.0,3.0,True,0.43137254901960786,0,1,0,29.0,3,16.0,1.0,1,2023
7.0,6.0,0,0,1,0,21.0,2.0,True,0.4117647058823529,0,1,0,30.0,3,16.0,21.0,1,2023
6.0,5.0,0,0,1,0,4.0,3.0,False,0.43137254901960786,0,1,0,29.0,3,16.0,4.0,1,2023
2.0,1.0,0,1,0,0,20.0,2.0,True,0.39215686274509803,0,1,0,31.0,3,16.0,20.0,1,2023
3.0,2.0,0,1,0,0,1.0,3.0,True,0.4117647058823529,0,1,0,30.0,3,16.0,1.0,1,2023
12.0,11.0,0,0,1,0,20.0,2.0,True,0.39215686274509803,0,1,0,31.0,3,16.0,20.0,1,2023
13.0,12.0,0,0,1,0,5.0,3.0,False,0.4117647058823529,0,1,0,30.0,3,16.0,5.0,1,2023
12.0,11.0,0,0,1,0,17.0,2.0,False,0.27450980392156865,1,0,0,37.0,3,16.0,17.0,0,2023
15.0,14.0,0,0,1,0,4.0,3.0,False,0.29411764705882354,1,0,0,36.0,3,16.0,4.0,1,2023
18.0,17.0,0,0,0,1,16.0,3.0,False,0.23529411764705882,1,0,0,39.0,3,16.0,16.0,0,2023
17.0,16.0,0,0,0,1,1.0,2.0,True,0.2549019607843137,1,0,0,38.0,3,16.0,1.0,0,2023
17.0,16.0,0,0,0,1,21.0,2.0,True,0.6470588235294118,0,1,0,18.0,3,16.0,21.0,1,2023
18.0,17.0,0,0,0,1,1.0,2.0,True,0.6666666666666666,0,1,0,17.0,3,16.0,1.0,1,2023
6.0,5.0,0,0,1,0,18.0,2.0,False,0.29411764705882354,1,0,0,36.0,3,16.0,18.0,1,2023
9.0,8.0,0,0,1,0,4.0,3.0,False,0.3137254901960784,1,0,0,35.0,3,16.0,4.0,1,2023
15.0,14.0,0,0,1,0,11.0,2.0,True,0.21568627450980393,1,0,0,40.0,3,16.0,11.0,0,2023
17.0,16.0,0,0,0,1,4.0,3.0,False,0.23529411764705882,1,0,0,39.0,3,16.0,4.0,0,2023
12.0,11.0,0,0,1,0,25.0,3.0,False,0.6470588235294118,0,1,0,18.0,3,16.0,25.0,1,2023
14.0,13.0,0,0,1,0,1.0,2.0,True,0.6666666666666666,0,1,0,17.0,3,16.0,1.0,1,2023
11.0,10.0,0,0,1,0,17.0,2.0,False,0.27450980392156865,1,0,0,37.0,3,16.0,17.0,0,2023
13.0,12.0,0,0,1,0,6.0,3.0,False,0.29411764705882354,1,0,0,36.0,3,16.0,6.0,1,2023
14.0,13.0,0,0,1,0,30.0,3.0,False,0.7647058823529411,0,0,1,12.0,3,16.0,30.0,0,2023
14.0,13.0,0,0,1,0,4.0,2.0,False,0.7843137254901961,0,0,1,11.0,3,16.0,4.0,0,2023
10.0,9.0,0,0,1,0,24.0,2.0,True,0.47058823529411764,0,1,0,27.0,3,16.0,24.0,1,2023
12.0,11.0,0,0,1,0,4.0,3.0,False,0.49019607843137253,0,1,0,26.0,3,16.0,4.0,1,2023
3.0,2.0,0,1,0,0,22.0,2.0,True,0.43137254901960786,0,1,0,29.0,3,16.0,22.0,1,2023
4.0,3.0,0,0,0,0,5.0,3.0,False,0.45098039215686275,0,1,0,28.0,3,16.0,5.0,1,2023
11.0,10.0,0,0,1,0,16.0,2.0,False,0.2549019607843137,1,0,0,38.0,3,16.0,16.0,0,2023
15.0,14.0,0,0,1,0,4.0,3.0,False,0.27450980392156865,1,0,0,37.0,3,16.0,4.0,0,2023
11.0,10.0,0,0,1,0,23.0,3.0,False,0.6470588235294118,0,1,0,18.0,3,16.0,23.0,1,2023
12.0,11.0,0,0,1,0,4.0,2.0,False,0.6666666666666666,0,1,0,17.0,3,16.0,4.0,1,2023
2.0,1.0,0,1,0,0,30.0,3.0,False,0.5294117647058824,0,1,0,24.0,3,16.0,30.0,1,2023
5.0,4.0,0,0,0,0,1.0,2.0,True,0.5490196078431373,0,1,0,23.0,3,16.0,1.0,1,2023
2.0,1.0,0,1,0,0,19.0,2.0,True,0.37254901960784315,0,1,0,32.0,3,16.0,19.0,1,2023
4.0,3.0,0,0,0,0,1.0,3.0,True,0.39215686274509803,0,1,0,31.0,3,16.0,1.0,1,2023
5.0,4.0,0,0,0,0,19.0,2.0,True,0.37254901960784315,0,1,0,32.0,3,16.0,19.0,1,2023
5.0,4.0,0,0,0,0,4.0,3.0,False,0.39215686274509803,0,1,0,31.0,3,16.0,4.0,1,2023
7.0,6.0,0,0,1,0,28.0,3.0,False,0.49019607843137253,0,1,0,26.0,3,16.0,28.0,1,2023
9.0,8.0,0,0,1,0,4.0,2.0,False,0.5098039215686274,0,1,0,25.0,3,16.0,4.0,1,2023
1.0,0.0,1,1,0,0,23.0,2.0,True,0.45098039215686275,0,1,0,28.0,3,16.0,23.0,1,2023
3.0,2.0,0,1,0,0,6.0,3.0,False,0.47058823529411764,0,1,0,27.0,3,16.0,6.0,1,2023
8.0,7.0,0,0,1,0,23.0,3.0,False,0.803921568627451,0,0,1,10.0,3,16.0,23.0,0,2023
10.0,9.0,0,0,1,0,4.0,2.0,False,0.8235294117647058,0,0,1,9.0,3,16.0,4.0,0,2023
15.0,14.0,0,0,1,0,1.0,2.0,True,0.6451612903225806,0,1,0,22.0,1,22.0,1.0,1,2023
18.0,17.0,0,0,0,1,2.0,1.0,True,0.03225806451612903,1,0,0,60.0,1,22.0,2.0,0,2023
18.0,17.0,0,0,0,1,1.0,3.0,True,0.04838709677419355,1,0,0,59.0,1,22.0,1.0,0,2023
16.0,15.0,0,0,0,1,1.0,2.0,True,0.6612903225806451,0,1,0,21.0,1,22.0,1.0,1,2023
1.0,0.0,1,1,0,0,16.0,2.0,True,0.3018867924528302,1,0,0,37.0,1,21.0,16.0,1,2023
1.0,0.0,1,1,0,0,1.0,2.0,True,0.32075471698113206,1,0,0,36.0,1,21.0,1.0,1,2023
1.0,0.0,1,1,0,0,21.0,2.0,True,0.6981132075471698,0,0,1,16.0,1,21.0,21.0,1,2023
1.0,0.0,1,1,0,0,1.0,3.0,True,0.7169811320754716,0,0,1,15.0,1,21.0,1.0,1,2023
2.0,1.0,0,1,0,0,17.0,2.0,True,0.32075471698113206,1,0,0,36.0,1,21.0,17.0,1,2023
1.0,0.0,1,1,0,0,1.0,3.0,True,0.33962264150943394,0,1,0,35.0,1,21.0,1.0,1,2023
2.0,1.0,0,1,0,0,19.0,3.0,True,0.6792452830188679,0,0,1,17.0,1,21.0,19.0,1,2023
2.0,1.0,0,1,0,0,1.0,3.0,True,0.6981132075471698,0,0,1,16.0,1,21.0,1.0,1,2023
3.0,2.0,0,1,0,0,13.0,2.0,True,0.24528301886792453,1,0,0,40.0,1,21.0,13.0,0,2023
3.0,2.0,0,1,0,0,22.0,3.0,True,0.660377358490566,0,1,0,18.0,1,21.0,22.0,1,2023
3.0,2.0,0,1,0,0,1.0,3.0,True,0.6792452830188679,0,0,1,17.0,1,21.0,1.0,1,2023
3.0,2.0,0,1,0,0,17.0,2.0,True,0.32075471698113206,1,0,0,36.0,1,21.0,17.0,1,2023
3.0,2.0,0,1,0,0,1.0,2.0,True,0.33962264150943394,0,1,0,35.0,1,21.0,1.0,1,2023
