PositionBefore,PositionGapToLeader,IsLeader,IsTopThree,IsMidfield,IsBackmarker,TyreLife,Compound_Numeric,FreshTyre,RaceProgress,EarlyRace,MidRace,LateRace,LapsToEnd,OvertakingDifficulty_Numeric,PitLossSeconds,EstimatedStintLength,InTypicalPitWindow,Year
3.0,2.0,0,1,0,0,1.0,2.0,True,0.5714285714285714,0,1,0,30.0,2,19.0,1.0,1,2022
8.0,7.0,0,0,1,0,26.0,2.0,True,0.37142857142857144,0,1,0,44.0,2,19.0,26.0,1,2022
9.0,8.0,0,0,1,0,1.0,3.0,True,0.38571428571428573,0,1,0,43.0,2,19.0,1.0,1,2022
1.0,0.0,1,1,0,0,15.0,1.0,True,0.3409090909090909,0,1,0,29.0,3,17.0,15.0,1,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.36363636363636365,0,1,0,28.0,3,17.0,1.0,1,2022
1.0,0.0,1,1,0,0,15.0,2.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,15.0,1,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.7045454545454546,0,0,1,13.0,3,17.0,1.0,1,2022
16.0,15.0,0,0,0,1,10.0,2.0,True,0.22727272727272727,1,0,0,34.0,3,17.0,10.0,0,2022
18.0,17.0,0,0,0,1,1.0,3.0,True,0.25,1,0,0,33.0,3,17.0,1.0,0,2022
12.0,11.0,0,0,1,0,12.0,3.0,True,0.5,0,1,0,22.0,3,17.0,12.0,1,2022
14.0,13.0,0,0,1,0,1.0,1.0,True,0.5227272727272727,0,1,0,21.0,3,17.0,1.0,1,2022
2.0,1.0,0,1,0,0,14.0,2.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,14.0,0,2022
2.0,1.0,0,1,0,0,1.0,2.0,True,0.3409090909090909,0,1,0,29.0,3,17.0,1.0,1,2022
2.0,1.0,0,1,0,0,13.0,2.0,True,0.6136363636363636,0,1,0,17.0,3,17.0,13.0,1,2022
2.0,1.0,0,1,0,0,1.0,3.0,True,0.6363636363636364,0,1,0,16.0,3,17.0,1.0,1,2022
5.0,4.0,0,0,0,0,11.0,2.0,True,0.25,1,0,0,33.0,3,17.0,11.0,0,2022
6.0,5.0,0,0,1,0,1.0,2.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,1.0,0,2022
6.0,5.0,0,0,1,0,14.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,14.0,1,2022
8.0,7.0,0,0,1,0,1.0,3.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,1.0,1,2022
5.0,4.0,0,0,0,0,22.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,22.0,1,2022
5.0,4.0,0,0,0,0,1.0,2.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,1.0,1,2022
7.0,6.0,0,0,1,0,16.0,2.0,False,0.3409090909090909,0,1,0,29.0,3,17.0,16.0,1,2022
6.0,5.0,0,0,1,0,2.0,2.0,False,0.36363636363636365,0,1,0,28.0,3,17.0,2.0,1,2022
11.0,10.0,0,0,1,0,12.0,2.0,False,0.5909090909090909,0,1,0,18.0,3,17.0,12.0,1,2022
13.0,12.0,0,0,1,0,1.0,3.0,False,0.6136363636363636,0,1,0,17.0,3,17.0,1.0,1,2022
13.0,12.0,0,0,1,0,11.0,2.0,True,0.25,1,0,0,33.0,3,17.0,11.0,0,2022
16.0,15.0,0,0,0,1,1.0,3.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,1.0,0,2022
15.0,14.0,0,0,1,0,16.0,3.0,True,0.6136363636363636,0,1,0,17.0,3,17.0,16.0,1,2022
14.0,13.0,0,0,1,0,1.0,2.0,True,0.6363636363636364,0,1,0,16.0,3,17.0,1.0,1,2022
7.0,6.0,0,0,1,0,18.0,3.0,True,0.4090909090909091,0,1,0,26.0,3,17.0,18.0,1,2022
10.0,9.0,0,0,1,0,1.0,2.0,True,0.4318181818181818,0,1,0,25.0,3,17.0,1.0,1,2022
10.0,9.0,0,0,1,0,12.0,2.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,12.0,1,2022
11.0,10.0,0,0,1,0,1.0,1.0,True,0.7045454545454546,0,0,1,13.0,3,17.0,1.0,1,2022
7.0,6.0,0,0,1,0,10.0,2.0,True,0.22727272727272727,1,0,0,34.0,3,17.0,10.0,0,2022
11.0,10.0,0,0,1,0,1.0,3.0,True,0.25,1,0,0,33.0,3,17.0,1.0,0,2022
9.0,8.0,0,0,1,0,16.0,3.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,16.0,1,2022
11.0,10.0,0,0,1,0,1.0,2.0,True,0.6136363636363636,0,1,0,17.0,3,17.0,1.0,1,2022
8.0,7.0,0,0,1,0,14.0,2.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,14.0,0,2022
10.0,9.0,0,0,1,0,1.0,2.0,True,0.3409090909090909,0,1,0,29.0,3,17.0,1.0,1,2022
11.0,10.0,0,0,1,0,14.0,2.0,True,0.6363636363636364,0,1,0,16.0,3,17.0,14.0,1,2022
13.0,12.0,0,0,1,0,1.0,1.0,True,0.6590909090909091,0,1,0,15.0,3,17.0,1.0,1,2022
7.0,6.0,0,0,1,0,12.0,2.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,12.0,0,2022
8.0,7.0,0,0,1,0,1.0,3.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,1.0,0,2022
9.0,8.0,0,0,1,0,20.0,3.0,True,0.7272727272727273,0,0,1,12.0,3,17.0,20.0,1,2022
10.0,9.0,0,0,1,0,1.0,2.0,True,0.75,0,0,1,11.0,3,17.0,1.0,1,2022
9.0,8.0,0,0,1,0,12.0,2.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,12.0,0,2022
10.0,9.0,0,0,1,0,1.0,3.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,1.0,0,2022
7.0,6.0,0,0,1,0,20.0,3.0,True,0.7272727272727273,0,0,1,12.0,3,17.0,20.0,1,2022
7.0,6.0,0,0,1,0,1.0,2.0,True,0.75,0,0,1,11.0,3,17.0,1.0,1,2022
9.0,8.0,0,0,1,0,13.0,2.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,13.0,0,2022
11.0,10.0,0,0,1,0,1.0,3.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,1.0,0,2022
10.0,9.0,0,0,1,0,16.0,3.0,True,0.6590909090909091,0,1,0,15.0,3,17.0,16.0,1,2022
12.0,11.0,0,0,1,0,1.0,2.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,1.0,1,2022
13.0,12.0,0,0,1,0,14.0,2.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,14.0,0,2022
16.0,15.0,0,0,0,1,1.0,3.0,True,0.3409090909090909,0,1,0,29.0,3,17.0,1.0,1,2022
15.0,14.0,0,0,1,0,16.0,3.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,16.0,1,2022
16.0,15.0,0,0,0,1,1.0,2.0,True,0.7045454545454546,0,0,1,13.0,3,17.0,1.0,1,2022
5.0,4.0,0,0,0,0,15.0,2.0,False,0.3181818181818182,1,0,0,30.0,3,17.0,15.0,0,2022
4.0,3.0,0,0,0,0,1.0,3.0,False,0.3409090909090909,0,1,0,29.0,3,17.0,1.0,1,2022
6.0,5.0,0,0,1,0,19.0,3.0,False,0.75,0,0,1,11.0,3,17.0,19.0,1,2022
6.0,5.0,0,0,1,0,2.0,2.0,False,0.7727272727272727,0,0,1,10.0,3,17.0,2.0,0,2022
1.0,0.0,1,1,0,0,13.0,1.0,False,0.25,1,0,0,33.0,3,17.0,13.0,0,2022
3.0,2.0,0,1,0,0,1.0,2.0,True,0.2727272727272727,1,0,0,32.0,3,17.0,1.0,0,2022
3.0,2.0,0,1,0,0,14.0,2.0,True,0.5681818181818182,0,1,0,19.0,3,17.0,14.0,1,2022
4.0,3.0,0,0,0,0,1.0,3.0,True,0.5909090909090909,0,1,0,18.0,3,17.0,1.0,1,2022
11.0,10.0,0,0,1,0,13.0,2.0,False,0.3409090909090909,0,1,0,29.0,3,17.0,13.0,1,2022
14.0,13.0,0,0,1,0,1.0,3.0,True,0.36363636363636365,0,1,0,28.0,3,17.0,1.0,1,2022
17.0,16.0,0,0,0,1,19.0,3.0,True,0.7727272727272727,0,0,1,10.0,3,17.0,19.0,0,2022
18.0,17.0,0,0,0,1,1.0,1.0,True,0.7954545454545454,0,0,1,9.0,3,17.0,1.0,0,2022
3.0,2.0,0,1,0,0,13.0,2.0,True,0.29545454545454547,1,0,0,31.0,3,17.0,13.0,0,2022
3.0,2.0,0,1,0,0,1.0,2.0,True,0.3181818181818182,1,0,0,30.0,3,17.0,1.0,0,2022
2.0,1.0,0,1,0,0,16.0,2.0,True,0.6590909090909091,0,1,0,15.0,3,17.0,16.0,1,2022
3.0,2.0,0,1,0,0,1.0,3.0,True,0.6818181818181818,0,0,1,14.0,3,17.0,1.0,1,2022
1.0,0.0,1,1,0,0,18.0,1.0,True,0.25,1,0,0,54.0,1,14.0,18.0,1,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.2638888888888889,1,0,0,53.0,1,14.0,1.0,1,2022
13.0,12.0,0,0,1,0,14.0,1.0,False,0.1527777777777778,1,0,0,61.0,1,14.0,14.0,0,2022
16.0,15.0,0,0,0,1,2.0,2.0,False,0.16666666666666666,1,0,0,60.0,1,14.0,2.0,0,2022
12.0,11.0,0,0,1,0,22.0,2.0,False,0.4444444444444444,0,1,0,40.0,1,14.0,22.0,1,2022
13.0,12.0,0,0,1,0,2.0,3.0,False,0.4583333333333333,0,1,0,39.0,1,14.0,2.0,1,2022
5.0,4.0,0,0,0,0,19.0,1.0,False,0.19444444444444445,1,0,0,58.0,1,14.0,19.0,0,2022
6.0,5.0,0,0,1,0,1.0,2.0,True,0.20833333333333334,1,0,0,57.0,1,14.0,1.0,1,2022
5.0,4.0,0,0,0,0,26.0,2.0,True,0.5555555555555556,0,1,0,32.0,1,14.0,26.0,1,2022
5.0,4.0,0,0,0,0,1.0,3.0,True,0.5694444444444444,0,1,0,31.0,1,14.0,1.0,1,2022
12.0,11.0,0,0,1,0,12.0,1.0,True,0.16666666666666666,1,0,0,60.0,1,14.0,12.0,0,2022
12.0,11.0,0,0,1,0,1.0,3.0,True,0.18055555555555555,1,0,0,59.0,1,14.0,1.0,0,2022
2.0,1.0,0,1,0,0,20.0,1.0,False,0.2361111111111111,1,0,0,55.0,1,14.0,20.0,1,2022
2.0,1.0,0,1,0,0,1.0,2.0,True,0.25,1,0,0,54.0,1,14.0,1.0,1,2022
6.0,5.0,0,0,1,0,16.0,1.0,True,0.2222222222222222,1,0,0,56.0,1,14.0,16.0,1,2022
6.0,5.0,0,0,1,0,2.0,2.0,False,0.2361111111111111,1,0,0,55.0,1,14.0,2.0,1,2022
8.0,7.0,0,0,1,0,23.0,2.0,False,0.5277777777777778,0,1,0,34.0,1,14.0,23.0,1,2022
9.0,8.0,0,0,1,0,2.0,3.0,False,0.5416666666666666,0,1,0,33.0,1,14.0,2.0,1,2022
14.0,13.0,0,0,1,0,14.0,2.0,True,0.19444444444444445,1,0,0,58.0,1,14.0,14.0,0,2022
12.0,11.0,0,0,1,0,1.0,2.0,True,0.20833333333333334,1,0,0,57.0,1,14.0,1.0,1,2022
17.0,16.0,0,0,0,1,20.0,2.0,True,0.4722222222222222,0,1,0,38.0,1,14.0,20.0,1,2022
16.0,15.0,0,0,0,1,1.0,3.0,True,0.4861111111111111,0,1,0,37.0,1,14.0,1.0,1,2022
11.0,10.0,0,0,1,0,16.0,1.0,False,0.18055555555555555,1,0,0,59.0,1,14.0,16.0,0,2022
11.0,10.0,0,0,1,0,2.0,2.0,False,0.19444444444444445,1,0,0,58.0,1,14.0,2.0,0,2022
7.0,6.0,0,0,1,0,21.0,2.0,True,0.2916666666666667,1,0,0,51.0,1,14.0,21.0,1,2022
9.0,8.0,0,0,1,0,1.0,2.0,True,0.3055555555555556,1,0,0,50.0,1,14.0,1.0,1,2022
13.0,12.0,0,0,1,0,12.0,1.0,True,0.16666666666666666,1,0,0,60.0,1,14.0,12.0,0,2022
15.0,14.0,0,0,1,0,4.0,1.0,False,0.18055555555555555,1,0,0,59.0,1,14.0,4.0,0,2022
12.0,11.0,0,0,1,0,28.0,1.0,False,0.5138888888888888,0,1,0,35.0,1,14.0,28.0,1,2022
12.0,11.0,0,0,1,0,1.0,2.0,True,0.5277777777777778,0,1,0,34.0,1,14.0,1.0,1,2022
16.0,15.0,0,0,0,1,11.0,1.0,True,0.1527777777777778,1,0,0,61.0,1,14.0,11.0,0,2022
17.0,16.0,0,0,0,1,1.0,2.0,True,0.16666666666666666,1,0,0,60.0,1,14.0,1.0,0,2022
18.0,17.0,0,0,0,1,16.0,2.0,True,0.375,0,1,0,45.0,1,14.0,16.0,1,2022
19.0,18.0,0,0,0,1,1.0,3.0,True,0.3888888888888889,0,1,0,44.0,1,14.0,1.0,1,2022
6.0,5.0,0,0,1,0,18.0,1.0,True,0.25,1,0,0,54.0,1,14.0,18.0,1,2022
6.0,5.0,0,0,1,0,1.0,3.0,True,0.2638888888888889,1,0,0,53.0,1,14.0,1.0,1,2022
5.0,4.0,0,0,0,0,17.0,2.0,True,0.2361111111111111,1,0,0,55.0,1,14.0,17.0,1,2022
5.0,4.0,0,0,0,0,1.0,3.0,True,0.25,1,0,0,54.0,1,14.0,1.0,1,2022
1.0,0.0,1,1,0,0,29.0,2.0,True,0.4027777777777778,0,1,0,43.0,1,14.0,29.0,1,2022
2.0,1.0,0,1,0,0,1.0,3.0,True,0.4166666666666667,0,1,0,42.0,1,14.0,1.0,1,2022
10.0,9.0,0,0,1,0,13.0,2.0,True,0.18055555555555555,1,0,0,59.0,1,14.0,13.0,0,2022
10.0,9.0,0,0,1,0,1.0,2.0,True,0.19444444444444445,1,0,0,58.0,1,14.0,1.0,0,2022
14.0,13.0,0,0,1,0,20.0,2.0,True,0.4583333333333333,0,1,0,39.0,1,14.0,20.0,1,2022
15.0,14.0,0,0,1,0,1.0,3.0,True,0.4722222222222222,0,1,0,38.0,1,14.0,1.0,1,2022
17.0,16.0,0,0,0,1,9.0,1.0,True,0.125,1,0,0,63.0,1,14.0,9.0,0,2022
18.0,17.0,0,0,0,1,2.0,2.0,False,0.1388888888888889,1,0,0,62.0,1,14.0,2.0,0,2022
15.0,14.0,0,0,1,0,27.0,2.0,False,0.4861111111111111,0,1,0,37.0,1,14.0,27.0,1,2022
14.0,13.0,0,0,1,0,2.0,3.0,False,0.5,0,1,0,36.0,1,14.0,2.0,1,2022
15.0,14.0,0,0,1,0,1.0,1.0,True,0.6805555555555556,0,0,1,23.0,1,14.0,1.0,1,2022
3.0,2.0,0,1,0,0,17.0,1.0,False,0.19444444444444445,1,0,0,58.0,1,14.0,17.0,0,2022
4.0,3.0,0,0,0,0,1.0,2.0,True,0.20833333333333334,1,0,0,57.0,1,14.0,1.0,1,2022
17.0,16.0,0,0,0,1,13.0,1.0,True,0.18055555555555555,1,0,0,59.0,1,14.0,13.0,0,2022
15.0,14.0,0,0,1,0,1.0,2.0,True,0.19444444444444445,1,0,0,58.0,1,14.0,1.0,0,2022
20.0,19.0,0,0,0,1,13.0,2.0,True,0.3611111111111111,0,1,0,46.0,1,14.0,13.0,1,2022
20.0,19.0,0,0,0,1,1.0,3.0,True,0.375,0,1,0,45.0,1,14.0,1.0,1,2022
2.0,1.0,0,1,0,0,31.0,2.0,True,0.4305555555555556,0,1,0,41.0,1,14.0,31.0,1,2022
2.0,1.0,0,1,0,0,1.0,3.0,True,0.4444444444444444,0,1,0,40.0,1,14.0,1.0,1,2022
10.0,9.0,0,0,1,0,16.0,1.0,True,0.2222222222222222,1,0,0,56.0,1,14.0,16.0,1,2022
11.0,10.0,0,0,1,0,1.0,1.0,True,0.2361111111111111,1,0,0,55.0,1,14.0,1.0,1,2022
13.0,12.0,0,0,1,0,18.0,1.0,True,0.4722222222222222,0,1,0,38.0,1,14.0,18.0,1,2022
14.0,13.0,0,0,1,0,1.0,2.0,True,0.4861111111111111,0,1,0,37.0,1,14.0,1.0,1,2022
1.0,0.0,1,1,0,0,25.0,1.0,True,0.4716981132075472,0,1,0,28.0,3,16.0,25.0,1,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.49056603773584906,0,1,0,27.0,3,16.0,1.0,1,2022
6.0,5.0,0,0,1,0,18.0,2.0,True,0.33962264150943394,0,1,0,35.0,3,16.0,18.0,1,2022
9.0,8.0,0,0,1,0,2.0,3.0,False,0.3584905660377358,0,1,0,34.0,3,16.0,2.0,1,2022
18.0,17.0,0,0,0,1,1.0,3.0,True,0.1509433962264151,1,0,0,45.0,3,16.0,1.0,0,2022
5.0,4.0,0,0,0,0,35.0,3.0,True,0.7924528301886793,0,0,1,11.0,3,16.0,35.0,0,2022
5.0,4.0,0,0,0,0,1.0,1.0,True,0.8113207547169812,0,0,1,10.0,3,16.0,1.0,0,2022
2.0,1.0,0,1,0,0,1.0,2.0,True,0.24528301886792453,1,0,0,40.0,3,16.0,1.0,0,2022
1.0,0.0,1,1,0,0,21.0,2.0,True,0.6226415094339622,0,1,0,20.0,3,16.0,21.0,1,2022
1.0,0.0,1,1,0,0,1.0,1.0,True,0.6415094339622641,0,1,0,19.0,3,16.0,1.0,1,2022
12.0,11.0,0,0,1,0,19.0,2.0,False,0.33962264150943394,0,1,0,35.0,3,16.0,19.0,1,2022
14.0,13.0,0,0,1,0,2.0,3.0,False,0.3584905660377358,0,1,0,34.0,3,16.0,2.0,1,2022
11.0,10.0,0,0,1,0,24.0,2.0,True,0.4528301886792453,0,1,0,29.0,3,16.0,24.0,1,2022
14.0,13.0,0,0,1,0,1.0,3.0,True,0.4716981132075472,0,1,0,28.0,3,16.0,1.0,1,2022
13.0,12.0,0,0,1,0,19.0,2.0,True,0.3584905660377358,0,1,0,34.0,3,16.0,19.0,1,2022
12.0,11.0,0,0,1,0,2.0,3.0,False,0.37735849056603776,0,1,0,33.0,3,16.0,2.0,1,2022
10.0,9.0,0,0,1,0,18.0,2.0,True,0.33962264150943394,0,1,0,35.0,3,16.0,18.0,1,2022
11.0,10.0,0,0,1,0,1.0,3.0,True,0.3584905660377358,0,1,0,34.0,3,16.0,1.0,1,2022
5.0,4.0,0,0,0,0,19.0,2.0,True,0.3584905660377358,0,1,0,34.0,3,16.0,19.0,1,2022
7.0,6.0,0,0,1,0,1.0,3.0,True,0.37735849056603776,0,1,0,33.0,3,16.0,1.0,1,2022
12.0,11.0,0,0,1,0,19.0,1.0,True,0.3584905660377358,0,1,0,34.0,3,16.0,19.0,1,2022
10.0,9.0,0,0,1,0,1.0,3.0,True,0.37735849056603776,0,1,0,33.0,3,16.0,1.0,1,2022
4.0,3.0,0,0,0,0,35.0,2.0,True,0.660377358490566,0,1,0,18.0,3,16.0,35.0,1,2022
4.0,3.0,0,0,0,0,3.0,1.0,False,0.6792452830188679,0,0,1,17.0,3,16.0,3.0,1,2022
5.0,4.0,0,0,0,0,33.0,2.0,True,0.6226415094339622,0,1,0,20.0,3,16.0,33.0,1,2022
7.0,6.0,0,0,1,0,1.0,1.0,True,0.6415094339622641,0,1,0,19.0,3,16.0,1.0,1,2022
8.0,7.0,0,0,1,0,19.0,1.0,True,0.3584905660377358,0,1,0,34.0,3,16.0,19.0,1,2022
9.0,8.0,0,0,1,0,1.0,2.0,True,0.37735849056603776,0,1,0,33.0,3,16.0,1.0,1,2022
8.0,7.0,0,0,1,0,33.0,2.0,True,0.6226415094339622,0,1,0,20.0,3,16.0,33.0,1,2022
9.0,8.0,0,0,1,0,1.0,1.0,True,0.6415094339622641,0,1,0,19.0,3,16.0,1.0,1,2022
3.0,2.0,0,1,0,0,30.0,2.0,True,0.5660377358490566,0,1,0,23.0,3,16.0,30.0,1,2022
4.0,3.0,0,0,0,0,1.0,1.0,True,0.5849056603773585,0,1,0,22.0,3,16.0,1.0,1,2022
15.0,14.0,0,0,1,0,15.0,2.0,True,0.2830188679245283,1,0,0,38.0,3,16.0,15.0,1,2022
18.0,17.0,0,0,0,1,1.0,3.0,True,0.3018867924528302,1,0,0,37.0,3,16.0,1.0,1,2022
2.0,1.0,0,1,0,0,23.0,1.0,True,0.4339622641509434,0,1,0,30.0,3,16.0,23.0,1,2022
3.0,2.0,0,1,0,0,1.0,3.0,True,0.4528301886792453,0,1,0,29.0,3,16.0,1.0,1,2022
7.0,6.0,0,0,1,0,35.0,2.0,True,0.660377358490566,0,1,0,18.0,3,16.0,35.0,1,2022
11.0,10.0,0,0,1,0,1.0,1.0,True,0.6792452830188679,0,0,1,17.0,3,16.0,1.0,1,2022
5.0,4.0,0,0,0,0,5.0,2.0,True,0.6779661016949152,0,0,1,19.0,1,22.0,5.0,1,2022
13.0,12.0,0,0,1,0,1.0,1.0,True,0.6949152542372882,0,0,1,18.0,1,22.0,1.0,1,2022
10.0,9.0,0,0,1,0,7.0,2.0,True,0.6949152542372882,0,0,1,18.0,1,22.0,7.0,1,2022
13.0,12.0,0,0,1,0,1.0,1.0,True,0.711864406779661,0,0,1,17.0,1,22.0,1.0,1,2022
11.0,10.0,0,0,1,0,6.0,2.0,True,0.6949152542372882,0,0,1,18.0,1,22.0,6.0,1,2022
14.0,13.0,0,0,1,0,1.0,1.0,True,0.711864406779661,0,0,1,17.0,1,22.0,1.0,1,2022
13.0,12.0,0,0,1,0,10.0,1.0,True,0.864406779661017,0,0,1,8.0,1,22.0,10.0,0,2022
14.0,13.0,0,0,1,0,1.0,1.0,True,0.8813559322033898,0,0,1,7.0,1,22.0,1.0,0,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
1.0,0.0,1,1,0,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
18.0,17.0,0,0,0,1,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
15.0,14.0,0,0,1,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
14.0,13.0,0,0,1,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
16.0,15.0,0,0,0,1,12.0,2.0,True,0.6551724137931034,0,1,0,10.0,1,21.0,12.0,1,2022
16.0,15.0,0,0,0,1,1.0,2.0,True,0.6896551724137931,0,0,1,9.0,1,21.0,1.0,1,2022
3.0,2.0,0,1,0,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
3.0,2.0,0,1,0,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
3.0,2.0,0,1,0,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
6.0,5.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
5.0,4.0,0,0,0,0,6.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,6.0,0,2022
1.0,0.0,1,1,0,0,1.0,2.0,True,0.3103448275862069,1,0,0,20.0,1,21.0,1.0,0,2022
7.0,6.0,0,0,1,0,14.0,2.0,True,0.7586206896551724,0,0,1,7.0,1,21.0,14.0,0,2022
7.0,6.0,0,0,1,0,1.0,2.0,True,0.7931034482758621,0,0,1,6.0,1,21.0,1.0,0,2022
2.0,1.0,0,1,0,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
2.0,1.0,0,1,0,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
2.0,1.0,0,1,0,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
11.0,10.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
12.0,11.0,0,0,1,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
13.0,12.0,0,0,1,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
12.0,11.0,0,0,1,0,12.0,2.0,True,0.6551724137931034,0,1,0,10.0,1,21.0,12.0,1,2022
12.0,11.0,0,0,1,0,1.0,2.0,True,0.6896551724137931,0,0,1,9.0,1,21.0,1.0,1,2022
12.0,11.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
11.0,10.0,0,0,1,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
11.0,10.0,0,0,1,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
9.0,8.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
9.0,8.0,0,0,1,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
10.0,9.0,0,0,1,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
11.0,10.0,0,0,1,0,13.0,2.0,True,0.6896551724137931,0,0,1,9.0,1,21.0,13.0,1,2022
11.0,10.0,0,0,1,0,1.0,2.0,True,0.7241379310344828,0,0,1,8.0,1,21.0,1.0,1,2022
17.0,16.0,0,0,0,1,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
6.0,5.0,0,0,1,0,7.0,2.0,True,0.3103448275862069,1,0,0,20.0,1,21.0,7.0,0,2022
7.0,6.0,0,0,1,0,1.0,2.0,True,0.3448275862068966,0,1,0,19.0,1,21.0,1.0,0,2022
17.0,16.0,0,0,0,1,9.0,2.0,True,0.6206896551724138,0,1,0,11.0,1,21.0,9.0,1,2022
17.0,16.0,0,0,0,1,1.0,2.0,True,0.6551724137931034,0,1,0,10.0,1,21.0,1.0,1,2022
8.0,7.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
8.0,7.0,0,0,1,0,6.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,6.0,0,2022
3.0,2.0,0,1,0,0,1.0,2.0,True,0.3103448275862069,1,0,0,20.0,1,21.0,1.0,0,2022
4.0,3.0,0,0,0,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
4.0,3.0,0,0,0,0,5.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,5.0,0,2022
4.0,3.0,0,0,0,0,1.0,2.0,True,0.27586206896551724,1,0,0,21.0,1,21.0,1.0,0,2022
13.0,12.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
13.0,12.0,0,0,1,0,4.0,2.0,True,0.20689655172413793,1,0,0,23.0,1,21.0,4.0,0,2022
13.0,12.0,0,0,1,0,1.0,2.0,True,0.2413793103448276,1,0,0,22.0,1,21.0,1.0,0,2022
5.0,4.0,0,0,0,0,2.0,2.0,False,0.10344827586206896,1,0,0,26.0,1,21.0,2.0,0,2022
5.0,4.0,0,0,0,0,6.0,2.0,False,0.2413793103448276,1,0,0,22.0,1,21.0,6.0,0,2022
6.0,5.0,0,0,1,0,4.0,2.0,False,0.27586206896551724,1,0,0,21.0,1,21.0,4.0,0,2022
10.0,9.0,0,0,1,0,1.0,2.0,True,0.10344827586206896,1,0,0,26.0,1,21.0,1.0,0,2022
6.0,5.0,0,0,1,0,9.0,2.0,True,0.3793103448275862,0,1,0,18.0,1,21.0,9.0,0,2022
13.0,12.0,0,0,1,0,1.0,2.0,True,0.41379310344827586,0,1,0,17.0,1,21.0,1.0,0,2022
